check,status,subject,detail
relation_to_entity,pass,WIKI-1987-004,CNUR-000238
complex_relation_mapping,pass,WIKI-1987-004,rename automatic=true
relation_event_reference,pass,WIKI-1987-005,rename
relation_from_entity,pass,WIKI-1987-005,CNUR-000254
relation_to_entity,pass,WIKI-1987-005,CNUR-000254
complex_relation_mapping,pass,WIKI-1987-005,rename automatic=true
relation_event_reference,pass,WIKI-1988-006,upgrade
relation_from_entity,pass,WIKI-1988-006,CNUR-000012
relation_to_entity,pass,WIKI-1988-006,CNUR-000012
complex_relation_mapping,pass,WIKI-1988-006,upgrade automatic=true
relation_event_reference,pass,WIKI-1988-007,establish
relation_from_entity,pass,WIKI-1988-007,CNUR-000019
complex_relation_mapping,pass,WIKI-1988-007,establish automatic=false
relation_event_reference,pass,WIKI-1988-008,upgrade
relation_from_entity,pass,WIKI-1988-008,CNUR-000188
relation_to_entity,pass,WIKI-1988-008,CNUR-000188
complex_relation_mapping,pass,WIKI-1988-008,upgrade automatic=true
relation_event_reference,pass,WIKI-1988-009,upgrade
relation_from_entity,pass,WIKI-1988-009,CNUR-000205
relation_to_entity,pass,WIKI-1988-009,CNUR-000205
complex_relation_mapping,pass,WIKI-1988-009,upgrade automatic=true
relation_event_reference,pass,WIKI-1988-010,upgrade
relation_from_entity,pass,WIKI-1988-010,CNUR-000206
relation_to_entity,pass,WIKI-1988-010,CNUR-000206
complex_relation_mapping,pass,WIKI-1988-010,upgrade automatic=true
relation_event_reference,pass,WIKI-1988-011,establish
relation_from_entity,pass,WIKI-1988-011,CNUR-000208
complex_relation_mapping,pass,WIKI-1988-011,establish automatic=false
relation_event_reference,pass,WIKI-1988-012,establish
relation_from_entity,pass,WIKI-1988-012,CNUR-000209
complex_relation_mapping,pass,WIKI-1988-012,establish automatic=false
relation_event_reference,pass,WIKI-1988-013,upgrade
relation_from_entity,pass,WIKI-1988-013,CNUR-000207
relation_to_entity,pass,WIKI-1988-013,CNUR-000207
complex_relation_mapping,pass,WIKI-1988-013,upgrade automatic=true
relation_event_reference,pass,WIKI-1988-014,establish
relation_from_entity,pass,WIKI-1988-014,CNUR-000210
complex_relation_mapping,pass,WIKI-1988-014,establish automatic=false
relation_event_reference,pass,WIKI-1988-015,establish
relation_from_entity,pass,WIKI-1988-015,CNUR-000211
complex_relation_mapping,pass,WIKI-1988-015,establish automatic=false
relation_event_reference,pass,WIKI-1988-016,merge
relation_from_entity,pass,WIKI-1988-016,CNUR-000105
complex_relation_mapping,pass,WIKI-1988-016,merge automatic=false
relation_event_reference,pass,WIKI-1988-017,establish_prefecture
relation_from_entity,pass,WIKI-1988-017,CNUR-000113
complex_relation_mapping,pass,WIKI-1988-017,establish_prefecture automatic=false
relation_event_reference,pass,WIKI-1988-018,rename
relation_from_entity,pass,WIKI-1988-018,CNUR-000121
relation_to_entity,pass,WIKI-1988-018,CNUR-000121
complex_relation_mapping,pass,WIKI-1988-018,rename automatic=true
relation_event_reference,pass,WIKI-1992-019,upgrade
relation_from_entity,pass,WIKI-1992-019,CNUR-000107
relation_to_entity,pass,WIKI-1992-019,CNUR-000107
complex_relation_mapping,pass,WIKI-1992-019,upgrade automatic=true
relation_event_reference,pass,WIKI-1992-020,upgrade
relation_from_entity,pass,WIKI-1992-020,CNUR-000342
relation_to_entity,pass,WIKI-1992-020,CNUR-000342
complex_relation_mapping,pass,WIKI-1992-020,upgrade automatic=true
relation_event_reference,pass,WIKI-1992-021,abolish
relation_from_entity,pass,WIKI-1992-021,CNUR-000172
complex_relation_mapping,pass,WIKI-1992-021,abolish automatic=false
relation_event_reference,pass,WIKI-1992-022,establish
relation_from_entity,pass,WIKI-1992-022,CNUR-000057
complex_relation_mapping,pass,WIKI-1992-022,establish automatic=false
relation_event_reference,pass,WIKI-1992-023,rename
relation_from_entity,pass,WIKI-1992-023,CNUR-000150
relation_to_entity,pass,WIKI-1992-023,CNUR-000150
complex_relation_mapping,pass,WIKI-1992-023,rename automatic=true
relation_event_reference,pass,WIKI-1993-024,upgrade
relation_from_entity,pass,WIKI-1993-024,CNUR-000058
relation_to_entity,pass,WIKI-1993-024,CNUR-000058
complex_relation_mapping,pass,WIKI-1993-024,upgrade automatic=true
relation_event_reference,pass,WIKI-1993-025,upgrade
relation_from_entity,pass,WIKI-1993-025,CNUR-000070
relation_to_entity,pass,WIKI-1993-025,CNUR-000070
complex_relation_mapping,pass,WIKI-1993-025,upgrade automatic=true
relation_event_reference,pass,WIKI-1993-026,establish
relation_from_entity,pass,WIKI-1993-026,CNUR-000176
complex_relation_mapping,pass,WIKI-1993-026,establish automatic=false
relation_event_reference,pass,WIKI-1993-027,upgrade
relation_from_entity,pass,WIKI-1993-027,CNUR-000246
relation_to_entity,pass,WIKI-1993-027,CNUR-000246
complex_relation_mapping,pass,WIKI-1993-027,upgrade automatic=true
relation_event_reference,pass,WIKI-1993-028,merge
relation_from_entity,pass,WIKI-1993-028,CNUR-000003
complex_relation_mapping,pass,WIKI-1993-028,merge automatic=false
relation_event_reference,pass,WIKI-1993-029,abolish
relation_from_entity,pass,WIKI-1993-029,CNUR-000343
complex_relation_mapping,pass,WIKI-1993-029,abolish automatic=false
relation_event_reference,pass,WIKI-1993-030,establish
relation_from_entity,pass,WIKI-1993-030,CNUR-000222
complex_relation_mapping,pass,WIKI-1993-030,establish automatic=false
relation_event_reference,pass,WIKI-1993-031,rename
relation_from_entity,pass,WIKI-1993-031,CNUR-000181
relation_to_entity,pass,WIKI-1993-031,CNUR-000181
complex_relation_mapping,pass,WIKI-1993-031,rename automatic=true
relation_event_reference,pass,WIKI-1994-032,upgrade
relation_from_entity,pass,WIKI-1994-032,CNUR-000096
relation_to_entity,pass,WIKI-1994-032,CNUR-000096
complex_relation_mapping,pass,WIKI-1994-032,upgrade automatic=true
relation_event_reference,pass,WIKI-1994-033,upgrade
relation_from_entity,pass,WIKI-1994-033,CNUR-000121
relation_to_entity,pass,WIKI-1994-033,CNUR-000121
complex_relation_mapping,pass,WIKI-1994-033,upgrade automatic=true
relation_event_reference,pass,WIKI-1994-034,upgrade
relation_from_entity,pass,WIKI-1994-034,CNUR-000147
relation_to_entity,pass,WIKI-1994-034,CNUR-000147
complex_relation_mapping,pass,WIKI-1994-034,upgrade automatic=true
relation_event_reference,pass,WIKI-1994-035,upgrade
relation_from_entity,pass,WIKI-1994-035,CNUR-000148
relation_to_entity,pass,WIKI-1994-035,CNUR-000148
complex_relation_mapping,pass,WIKI-1994-035,upgrade automatic=true
relation_event_reference,pass,WIKI-1994-036,upgrade
relation_from_entity,pass,WIKI-1994-036,CNUR-000164
relation_to_entity,pass,WIKI-1994-036,CNUR-000164
complex_relation_mapping,pass,WIKI-1994-036,upgrade automatic=true
relation_event_reference,pass,WIKI-1994-037,upgrade
relation_from_entity,pass,WIKI-1994-037,CNUR-000190
relation_to_entity,pass,WIKI-1994-037,CNUR-000190
complex_relation_mapping,pass,WIKI-1994-037,upgrade automatic=true
relation_event_reference,pass,WIKI-1994-038,establish
relation_from_entity,pass,WIKI-1994-038,CNUR-000191
complex_relation_mapping,pass,WIKI-1994-038,establish automatic=false
relation_event_reference,pass,WIKI-1994-039,upgrade
relation_from_entity,pass,WIKI-1994-039,CNUR-000223
relation_to_entity,pass,WIKI-1994-039,CNUR-000223
complex_relation_mapping,pass,WIKI-1994-039,upgrade automatic=true
relation_event_reference,pass,WIKI-1994-040,upgrade
relation_from_entity,pass,WIKI-1994-040,CNUR-000293
relation_to_entity,pass,WIKI-1994-040,CNUR-000293
complex_relation_mapping,pass,WIKI-1994-040,upgrade automatic=true
relation_event_reference,pass,WIKI-1994-041,merge
relation_from_entity,pass,WIKI-1994-041,CNUR-000171
complex_relation_mapping,pass,WIKI-1994-041,merge automatic=false
relation_event_reference,pass,WIKI-1994-042,upgrade
relation_from_entity,pass,WIKI-1994-042,CNUR-000177
relation_to_entity,pass,WIKI-1994-042,CNUR-000177
complex_relation_mapping,pass,WIKI-1994-042,upgrade automatic=true
relation_event_reference,pass,WIKI-1994-043,rename
relation_from_entity,pass,WIKI-1994-043,CNUR-000050
relation_to_entity,pass,WIKI-1994-043,CNUR-000050
complex_relation_mapping,pass,WIKI-1994-043,rename automatic=true
relation_event_reference,pass,WIKI-1994-044,rename
relation_from_entity,pass,WIKI-1994-044,CNUR-000056
relation_to_entity,pass,WIKI-1994-044,CNUR-000056
complex_relation_mapping,pass,WIKI-1994-044,rename automatic=true
relation_event_reference,pass,WIKI-1994-045,rename
relation_from_entity,pass,WIKI-1994-045,CNUR-000189
relation_to_entity,pass,WIKI-1994-045,CNUR-000189
complex_relation_mapping,pass,WIKI-1994-045,rename automatic=true
relation_event_reference,pass,WIKI-1995-046,upgrade
relation_from_entity,pass,WIKI-1995-046,CNUR-000178
relation_to_entity,pass,WIKI-1995-046,CNUR-000178
complex_relation_mapping,pass,WIKI-1995-046,upgrade automatic=true
relation_event_reference,pass,WIKI-1995-047,upgrade
relation_from_entity,pass,WIKI-1995-047,CNUR-000192
relation_to_entity,pass,WIKI-1995-047,CNUR-000192
complex_relation_mapping,pass,WIKI-1995-047,upgrade automatic=true
relation_event_reference,pass,WIKI-1995-048,upgrade
relation_from_entity,pass,WIKI-1995-048,CNUR-000344
relation_to_entity,pass,WIKI-1995-048,CNUR-000344
complex_relation_mapping,pass,WIKI-1995-048,upgrade automatic=true
relation_event_reference,pass,WIKI-1996-049,upgrade
relation_from_entity,pass,WIKI-1996-049,CNUR-000013
relation_to_entity,pass,WIKI-1996-049,CNUR-000013
complex_relation_mapping,pass,WIKI-1996-049,upgrade automatic=true
relation_event_reference,pass,WIKI-1996-050,upgrade
relation_from_entity,pass,WIKI-1996-050,CNUR-000108
relation_to_entity,pass,WIKI-1996-050,CNUR-000108
complex_relation_mapping,pass,WIKI-1996-050,upgrade automatic=true
relation_event_reference,pass,WIKI-1996-051,upgrade
relation_from_entity,pass,WIKI-1996-051,CNUR-000122
relation_to_entity,pass,WIKI-1996-051,CNUR-000122
complex_relation_mapping,pass,WIKI-1996-051,upgrade automatic=true
relation_event_reference,pass,WIKI-1996-052,upgrade
relation_from_entity,pass,WIKI-1996-052,CNUR-000248
relation_to_entity,pass,WIKI-1996-052,CNUR-000248
complex_relation_mapping,pass,WIKI-1996-052,upgrade automatic=true
relation_event_reference,pass,WIKI-1996-053,upgrade
relation_from_entity,pass,WIKI-1996-053,CNUR-000295
relation_to_entity,pass,WIKI-1996-053,CNUR-000295
complex_relation_mapping,pass,WIKI-1996-053,upgrade automatic=true
relation_event_reference,pass,WIKI-1996-054,upgrade
relation_from_entity,pass,WIKI-1996-054,CNUR-000294
relation_to_entity,pass,WIKI-1996-054,CNUR-000294
complex_relation_mapping,pass,WIKI-1996-054,upgrade automatic=true
relation_event_reference,pass,WIKI-1996-055,rename
relation_from_entity,pass,WIKI-1996-055,CNUR-000177
relation_to_entity,pass,WIKI-1996-055,CNUR-000177
complex_relation_mapping,pass,WIKI-1996-055,rename automatic=true
relation_event_reference,pass,WIKI-1996-056,jurisdiction_transfer
relation_from_entity,pass,WIKI-1996-056,CNUR-000345
complex_relation_mapping,pass,WIKI-1996-056,jurisdiction_transfer automatic=false
relation_event_reference,pass,WIKI-1997-057,upgrade
relation_from_entity,pass,WIKI-1997-057,CNUR-000149
relation_to_entity,pass,WIKI-1997-057,CNUR-000149
complex_relation_mapping,pass,WIKI-1997-057,upgrade automatic=true
relation_event_reference,pass,WIKI-1997-058,upgrade
relation_from_entity,pass,WIKI-1997-058,CNUR-000165
relation_to_entity,pass,WIKI-1997-058,CNUR-000165
complex_relation_mapping,pass,WIKI-1997-058,upgrade automatic=true
relation_event_reference,pass,WIKI-1997-059,upgrade
relation_from_entity,pass,WIKI-1997-059,CNUR-000193
relation_to_entity,pass,WIKI-1997-059,CNUR-000193
complex_relation_mapping,pass,WIKI-1997-059,upgrade automatic=true
relation_event_reference,pass,WIKI-1997-060,upgrade
relation_from_entity,pass,WIKI-1997-060,CNUR-000225
relation_to_entity,pass,WIKI-1997-060,CNUR-000225
complex_relation_mapping,pass,WIKI-1997-060,upgrade automatic=true
relation_event_reference,pass,WIKI-1997-061,upgrade
relation_from_entity,pass,WIKI-1997-061,CNUR-000259
relation_to_entity,pass,WIKI-1997-061,CNUR-000259
complex_relation_mapping,pass,WIKI-1997-061,upgrade automatic=true
relation_event_reference,pass,WIKI-1997-062,upgrade
relation_from_entity,pass,WIKI-1997-062,CNUR-000267
relation_to_entity,pass,WIKI-1997-062,CNUR-000267
complex_relation_mapping,pass,WIKI-1997-062,upgrade automatic=true
relation_event_reference,pass,WIKI-1997-063,upgrade
relation_from_entity,pass,WIKI-1997-063,CNUR-000268
relation_to_entity,pass,WIKI-1997-063,CNUR-000268
complex_relation_mapping,pass,WIKI-1997-063,upgrade automatic=true
relation_event_reference,pass,WIKI-1997-064,rename
relation_from_entity,pass,WIKI-1997-064,CNUR-000227
relation_to_entity,pass,WIKI-1997-064,CNUR-000227
complex_relation_mapping,pass,WIKI-1997-064,rename automatic=true
relation_event_reference,pass,WIKI-1997-065,establish_prefecture
relation_from_entity,pass,WIKI-1997-065,CNUR-000247
complex_relation_mapping,pass,WIKI-1997-065,establish_prefecture automatic=false
relation_event_reference,pass,WIKI-1998-066,upgrade
relation_from_entity,pass,WIKI-1998-066,CNUR-000109
relation_to_entity,pass,WIKI-1998-066,CNUR-000109
complex_relation_mapping,pass,WIKI-1998-066,upgrade automatic=true
relation_event_reference,pass,WIKI-1998-067,upgrade
relation_from_entity,pass,WIKI-1998-067,CNUR-000130
relation_to_entity,pass,WIKI-1998-067,CNUR-000130
complex_relation_mapping,pass,WIKI-1998-067,upgrade automatic=true
relation_event_reference,pass,WIKI-1998-068,upgrade
relation_from_entity,pass,WIKI-1998-068,CNUR-000166
relation_to_entity,pass,WIKI-1998-068,CNUR-000166
complex_relation_mapping,pass,WIKI-1998-068,upgrade automatic=true
relation_event_reference,pass,WIKI-1998-069,upgrade
relation_from_entity,pass,WIKI-1998-069,CNUR-000179
relation_to_entity,pass,WIKI-1998-069,CNUR-000179
complex_relation_mapping,pass,WIKI-1998-069,upgrade automatic=true
relation_event_reference,pass,WIKI-1998-070,upgrade
relation_from_entity,pass,WIKI-1998-070,CNUR-000249
relation_to_entity,pass,WIKI-1998-070,CNUR-000249
complex_relation_mapping,pass,WIKI-1998-070,upgrade automatic=true
relation_event_reference,pass,WIKI-1998-071,upgrade
relation_from_entity,pass,WIKI-1998-071,CNUR-000323
relation_to_entity,pass,WIKI-1998-071,CNUR-000323
complex_relation_mapping,pass,WIKI-1998-071,upgrade automatic=true
relation_event_reference,pass,WIKI-1998-072,establish_prefecture
relation_from_entity,pass,WIKI-1998-072,CNUR-000253
complex_relation_mapping,pass,WIKI-1998-072,establish_prefecture automatic=false
relation_event_reference,pass,WIKI-1999-073,upgrade
relation_from_entity,pass,WIKI-1999-073,CNUR-000020
relation_to_entity,pass,WIKI-1999-073,CNUR-000020
complex_relation_mapping,pass,WIKI-1999-073,upgrade automatic=true
relation_event_reference,pass,WIKI-1999-074,upgrade
relation_from_entity,pass,WIKI-1999-074,CNUR-000071
relation_to_entity,pass,WIKI-1999-074,CNUR-000071
complex_relation_mapping,pass,WIKI-1999-074,upgrade automatic=true
relation_event_reference,pass,WIKI-1999-075,upgrade
relation_from_entity,pass,WIKI-1999-075,CNUR-000110
relation_to_entity,pass,WIKI-1999-075,CNUR-000110
complex_relation_mapping,pass,WIKI-1999-075,upgrade automatic=true
relation_event_reference,pass,WIKI-1999-076,upgrade
relation_from_entity,pass,WIKI-1999-076,CNUR-000111
relation_to_entity,pass,WIKI-1999-076,CNUR-000111
complex_relation_mapping,pass,WIKI-1999-076,upgrade automatic=true
relation_event_reference,pass,WIKI-1999-077,upgrade
relation_from_entity,pass,WIKI-1999-077,CNUR-000123
relation_to_entity,pass,WIKI-1999-077,CNUR-000123
complex_relation_mapping,pass,WIKI-1999-077,upgrade automatic=true
relation_event_reference,pass,WIKI-1999-078,upgrade
relation_from_entity,pass,WIKI-1999-078,CNUR-000194
relation_to_entity,pass,WIKI-1999-078,CNUR-000194
complex_relation_mapping,pass,WIKI-1999-078,upgrade automatic=true
relation_event_reference,pass,WIKI-1999-079,upgrade
relation_from_entity,pass,WIKI-1999-079,CNUR-000250
relation_to_entity,pass,WIKI-1999-079,CNUR-000250
complex_relation_mapping,pass,WIKI-1999-079,upgrade automatic=true
relation_event_reference,pass,WIKI-1999-080,upgrade
relation_from_entity,pass,WIKI-1999-080,CNUR-000296
relation_to_entity,pass,WIKI-1999-080,CNUR-000296
complex_relation_mapping,pass,WIKI-1999-080,upgrade automatic=true
relation_event_reference,pass,WIKI-1999-081,upgrade
relation_from_entity,pass,WIKI-1999-081,CNUR-000029
relation_to_entity,pass,WIKI-1999-081,CNUR-000029
complex_relation_mapping,pass,WIKI-1999-081,upgrade automatic=true
relation_event_reference,pass,PL-2000-001,upgrade
relation_from_entity,pass,PL-2000-001,CNUR-000131
relation_to_entity,pass,PL-2000-001,CNUR-000131
complex_relation_mapping,pass,PL-2000-001,upgrade automatic=true
relation_event_reference,pass,PL-2000-002,upgrade
relation_from_entity,pass,PL-2000-002,CNUR-000097
relation_to_entity,pass,PL-2000-002,CNUR-000097
complex_relation_mapping,pass,PL-2000-002,upgrade automatic=true
relation_event_reference,pass,PL-2000-003,upgrade
relation_from_entity,pass,PL-2000-003,CNUR-000132
relation_to_entity,pass,PL-2000-003,CNUR-000132
complex_relation_mapping,pass,PL-2000-003,upgrade automatic=true
relation_event_reference,pass,PL-2000-004,upgrade
relation_from_entity,pass,PL-2000-004,CNUR-000167
relation_to_entity,pass,PL-2000-004,CNUR-000167
complex_relation_mapping,pass,PL-2000-004,upgrade automatic=true
relation_event_reference,pass,PL-2000-005,upgrade
relation_from_entity,pass,PL-2000-005,CNUR-000168
relation_to_entity,pass,PL-2000-005,CNUR-000168
complex_relation_mapping,pass,PL-2000-005,upgrade automatic=true
relation_event_reference,pass,PL-2000-006,upgrade
relation_from_entity,pass,PL-2000-006,CNUR-000150
relation_to_entity,pass,PL-2000-006,CNUR-000150
complex_relation_mapping,pass,PL-2000-006,upgrade automatic=true
relation_event_reference,pass,PL-2000-007,upgrade
relation_from_entity,pass,PL-2000-007,CNUR-000247
relation_to_entity,pass,PL-2000-007,CNUR-000247
complex_relation_mapping,pass,PL-2000-007,upgrade automatic=true
relation_event_reference,pass,PL-2000-008,upgrade
relation_from_entity,pass,PL-2000-008,CNUR-000251
relation_to_entity,pass,PL-2000-008,CNUR-000251
complex_relation_mapping,pass,PL-2000-008,upgrade automatic=true
relation_event_reference,pass,PL-2000-009,upgrade
relation_from_entity,pass,PL-2000-009,CNUR-000252
relation_to_entity,pass,PL-2000-009,CNUR-000252
complex_relation_mapping,pass,PL-2000-009,upgrade automatic=true
relation_event_reference,pass,PL-2000-010,upgrade
relation_from_entity,pass,PL-2000-010,CNUR-000253
relation_to_entity,pass,PL-2000-010,CNUR-000253
complex_relation_mapping,pass,PL-2000-010,upgrade automatic=true
relation_event_reference,pass,PL-2000-011,upgrade
relation_from_entity,pass,PL-2000-011,CNUR-000021
relation_to_entity,pass,PL-2000-011,CNUR-000021
complex_relation_mapping,pass,PL-2000-011,upgrade automatic=true
relation_event_reference,pass,PL-2000-012,upgrade
relation_from_entity,pass,PL-2000-012,CNUR-000022
relation_to_entity,pass,PL-2000-012,CNUR-000022
complex_relation_mapping,pass,PL-2000-012,upgrade automatic=true
relation_event_reference,pass,PL-2000-013,upgrade
relation_from_entity,pass,PL-2000-013,CNUR-000023
relation_to_entity,pass,PL-2000-013,CNUR-000023
complex_relation_mapping,pass,PL-2000-013,upgrade automatic=true
relation_event_reference,pass,PL-2000-014,upgrade
relation_from_entity,pass,PL-2000-014,CNUR-000260
relation_to_entity,pass,PL-2000-014,CNUR-000260
complex_relation_mapping,pass,PL-2000-014,upgrade automatic=true
relation_event_reference,pass,PL-2000-015,upgrade
relation_from_entity,pass,PL-2000-015,CNUR-000297
relation_to_entity,pass,PL-2000-015,CNUR-000297
complex_relation_mapping,pass,PL-2000-015,upgrade automatic=true
relation_event_reference,pass,PL-2000-016,upgrade
relation_from_entity,pass,PL-2000-016,CNUR-000133
relation_to_entity,pass,PL-2000-016,CNUR-000133
complex_relation_mapping,pass,PL-2000-016,upgrade automatic=true
relation_event_reference,pass,PL-2000-017,upgrade
relation_from_entity,pass,PL-2000-017,CNUR-000134
relation_to_entity,pass,PL-2000-017,CNUR-000134
complex_relation_mapping,pass,PL-2000-017,upgrade automatic=true
relation_event_reference,pass,PL-2000-018,upgrade
relation_from_entity,pass,PL-2000-018,CNUR-000151
relation_to_entity,pass,PL-2000-018,CNUR-000151
complex_relation_mapping,pass,PL-2000-018,upgrade automatic=true
relation_event_reference,pass,PL-2000-019,upgrade
relation_from_entity,pass,PL-2000-019,CNUR-000113
relation_to_entity,pass,PL-2000-019,CNUR-000113
complex_relation_mapping,pass,PL-2000-019,upgrade automatic=true
relation_event_reference,pass,PL-2000-020,upgrade
relation_from_entity,pass,PL-2000-020,CNUR-000114
relation_to_entity,pass,PL-2000-020,CNUR-000114
complex_relation_mapping,pass,PL-2000-020,upgrade automatic=true
relation_event_reference,pass,PL-2000-021,upgrade
relation_from_entity,pass,PL-2000-021,CNUR-000269
relation_to_entity,pass,PL-2000-021,CNUR-000269
complex_relation_mapping,pass,PL-2000-021,upgrade automatic=true
relation_event_reference,pass,PL-2000-022,upgrade
relation_from_entity,pass,PL-2000-022,CNUR-000112
relation_to_entity,pass,PL-2000-022,CNUR-000112
complex_relation_mapping,pass,PL-2000-022,upgrade automatic=true
relation_event_reference,pass,PL-2000-023,upgrade
relation_from_entity,pass,PL-2000-023,CNUR-000180
relation_to_entity,pass,PL-2000-023,CNUR-000180
complex_relation_mapping,pass,PL-2000-023,upgrade automatic=true
relation_event_reference,pass,PL-2000-024,rename
relation_from_entity,pass,PL-2000-024,CNUR-000081
relation_to_entity,pass,PL-2000-024,CNUR-000081
complex_relation_mapping,pass,PL-2000-024,rename automatic=true
relation_event_reference,pass,PL-2001-001,upgrade
relation_from_entity,pass,PL-2001-001,CNUR-000270
relation_to_entity,pass,PL-2001-001,CNUR-000270
complex_relation_mapping,pass,PL-2001-001,upgrade automatic=true
relation_event_reference,pass,PL-2001-002,upgrade
relation_from_entity,pass,PL-2001-002,CNUR-000030
relation_to_entity,pass,PL-2001-002,CNUR-000030
complex_relation_mapping,pass,PL-2001-002,upgrade automatic=true
relation_event_reference,pass,PL-2001-003,upgrade
relation_from_entity,pass,PL-2001-003,CNUR-000304
relation_to_entity,pass,PL-2001-003,CNUR-000304
complex_relation_mapping,pass,PL-2001-003,upgrade automatic=true
relation_event_reference,pass,PL-2001-004,upgrade
relation_from_entity,pass,PL-2001-004,CNUR-000324
relation_to_entity,pass,PL-2001-004,CNUR-000324
complex_relation_mapping,pass,PL-2001-004,upgrade automatic=true
relation_event_reference,pass,PL-2001-005,upgrade
relation_from_entity,pass,PL-2001-005,CNUR-000298
relation_to_entity,pass,PL-2001-005,CNUR-000298
complex_relation_mapping,pass,PL-2001-005,upgrade automatic=true
relation_event_reference,pass,PL-2001-006,upgrade
relation_from_entity,pass,PL-2001-006,CNUR-000031
relation_to_entity,pass,PL-2001-006,CNUR-000031
complex_relation_mapping,pass,PL-2001-006,upgrade automatic=true
relation_event_reference,pass,PL-2001-007,abolish
relation_from_entity,pass,PL-2001-007,CNUR-000338
complex_relation_mapping,pass,PL-2001-007,abolish automatic=false
relation_event_reference,pass,PL-2002-001,upgrade
relation_from_entity,pass,PL-2002-001,CNUR-000305
relation_to_entity,pass,PL-2002-001,CNUR-000305
complex_relation_mapping,pass,PL-2002-001,upgrade automatic=true
relation_event_reference,pass,PL-2002-002,upgrade
relation_from_entity,pass,PL-2002-002,CNUR-000226
relation_to_entity,pass,PL-2002-002,CNUR-000226
complex_relation_mapping,pass,PL-2002-002,upgrade automatic=true
relation_event_reference,pass,PL-2002-003,upgrade
relation_from_entity,pass,PL-2002-003,CNUR-000306
relation_to_entity,pass,PL-2002-003,CNUR-000306
complex_relation_mapping,pass,PL-2002-003,upgrade automatic=true
relation_event_reference,pass,PL-2002-004,upgrade
relation_from_entity,pass,PL-2002-004,CNUR-000227
relation_to_entity,pass,PL-2002-004,CNUR-000227
complex_relation_mapping,pass,PL-2002-004,upgrade automatic=true
relation_event_reference,pass,PL-2002-005,upgrade
relation_from_entity,pass,PL-2002-005,CNUR-000228
relation_to_entity,pass,PL-2002-005,CNUR-000228
complex_relation_mapping,pass,PL-2002-005,upgrade automatic=true
relation_event_reference,pass,PL-2002-006,upgrade
relation_from_entity,pass,PL-2002-006,CNUR-000307
relation_to_entity,pass,PL-2002-006,CNUR-000307
complex_relation_mapping,pass,PL-2002-006,upgrade automatic=true
relation_event_reference,pass,PL-2002-007,upgrade
relation_from_entity,pass,PL-2002-007,CNUR-000308
relation_to_entity,pass,PL-2002-007,CNUR-000308
complex_relation_mapping,pass,PL-2002-007,upgrade automatic=true
relation_event_reference,pass,PL-2002-008,upgrade
relation_from_entity,pass,PL-2002-008,CNUR-000229
relation_to_entity,pass,PL-2002-008,CNUR-000229
complex_relation_mapping,pass,PL-2002-008,upgrade automatic=true
relation_event_reference,pass,PL-2002-009,upgrade
relation_from_entity,pass,PL-2002-009,CNUR-000230
relation_to_entity,pass,PL-2002-009,CNUR-000230
complex_relation_mapping,pass,PL-2002-009,upgrade automatic=true
relation_event_reference,pass,PL-2002-010,upgrade
relation_from_entity,pass,PL-2002-010,CNUR-000271
relation_to_entity,pass,PL-2002-010,CNUR-000271
complex_relation_mapping,pass,PL-2002-010,upgrade automatic=true
relation_event_reference,pass,PL-2003-001,upgrade
relation_from_entity,pass,PL-2003-001,CNUR-000309
relation_to_entity,pass,PL-2003-001,CNUR-000309
complex_relation_mapping,pass,PL-2003-001,upgrade automatic=true
relation_event_reference,pass,PL-2003-002,upgrade
relation_from_entity,pass,PL-2003-002,CNUR-000024
relation_to_entity,pass,PL-2003-002,CNUR-000024
complex_relation_mapping,pass,PL-2003-002,upgrade automatic=true
relation_event_reference,pass,PL-2003-003,upgrade
relation_from_entity,pass,PL-2003-003,CNUR-000272
relation_to_entity,pass,PL-2003-003,CNUR-000272
complex_relation_mapping,pass,PL-2003-003,upgrade automatic=true
relation_event_reference,pass,PL-2003-004,upgrade
relation_from_entity,pass,PL-2003-004,CNUR-000032
relation_to_entity,pass,PL-2003-004,CNUR-000032
complex_relation_mapping,pass,PL-2003-004,upgrade automatic=true
relation_event_reference,pass,PL-2003-005,upgrade
relation_from_entity,pass,PL-2003-005,CNUR-000033
relation_to_entity,pass,PL-2003-005,CNUR-000033
complex_relation_mapping,pass,PL-2003-005,upgrade automatic=true
relation_event_reference,pass,PL-2003-006,establish
relation_from_entity,pass,PL-2003-006,CNUR-000325
complex_relation_mapping,pass,PL-2003-006,establish automatic=false
relation_event_reference,pass,PL-2004-001,upgrade
relation_from_entity,pass,PL-2004-001,CNUR-000310
relation_to_entity,pass,PL-2004-001,CNUR-000310
complex_relation_mapping,pass,PL-2004-001,upgrade automatic=true
relation_event_reference,pass,PL-2007-001,rename
relation_from_entity,pass,PL-2007-001,CNUR-000272
relation_to_entity,pass,PL-2007-001,CNUR-000272
complex_relation_mapping,pass,PL-2007-001,rename automatic=true
relation_event_reference,pass,PL-2010-001,rename
relation_from_entity,pass,PL-2010-001,CNUR-000173
relation_to_entity,pass,PL-2010-001,CNUR-000173
complex_relation_mapping,pass,PL-2010-001,rename automatic=true
relation_event_reference,pass,PL-2011-001,split
relation_from_entity,pass,PL-2011-001,CNUR-000110
complex_relation_mapping,pass,PL-2011-001,split automatic=false
relation_event_reference,pass,PL-2011-002,upgrade
