entity_id,legacy_entity_id,canonical_name_zh,entity_scope,province_name_zh,province_short_zh,entity_type,first_active_year,last_active_year,status_in_2026,verification_status,name_history,event_count,successor_summary,primary_source_url
CNUR-000023,E141000,临汾市,current_panel_entity,山西省,山西,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-1999 临汾地区; 2000-2026 临汾市,1,,
CNUR-000024,E141100,吕梁市,current_panel_entity,山西省,山西,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2002 吕梁地区; 2003-2026 吕梁市,1,,
CNUR-000025,E150100,呼和浩特市,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 呼和浩特市,0,,
CNUR-000026,E150200,包头市,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 包头市,0,,
CNUR-000027,E150300,乌海市,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 乌海市,0,,
CNUR-000028,E150400,赤峰市,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 赤峰市,0,,
CNUR-000029,E150500,通辽市,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1998 哲里木盟; 1999-2026 通辽市,1,,
CNUR-000030,E150600,鄂尔多斯市,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2000 伊克昭盟; 2001-2026 鄂尔多斯市,1,,
CNUR-000031,E150700,呼伦贝尔市,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2000 呼伦贝尔盟; 2001-2026 呼伦贝尔市,1,,
CNUR-000032,E150800,巴彦淖尔市,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2002 巴彦淖尔盟; 2003-2026 巴彦淖尔市,1,,
CNUR-000033,E150900,乌兰察布市,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2002 乌兰察布盟; 2003-2026 乌兰察布市,1,,
CNUR-000034,E152200,兴安盟,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 兴安盟,0,,
CNUR-000035,E152500,锡林郭勒盟,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 锡林郭勒盟,0,,
CNUR-000036,E152900,阿拉善盟,current_panel_entity,内蒙古自治区,内蒙古,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 阿拉善盟,0,,
CNUR-000037,E210100,沈阳市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 沈阳市,0,,
CNUR-000038,E210200,大连市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 大连市,0,,
CNUR-000039,E210300,鞍山市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 鞍山市,0,,
CNUR-000040,E210400,抚顺市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 抚顺市,0,,
CNUR-000041,E210500,本溪市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 本溪市,0,,
CNUR-000042,E210600,丹东市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 丹东市,0,,
CNUR-000043,E210700,锦州市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 锦州市,0,,
CNUR-000044,E210800,营口市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 营口市,0,,
CNUR-000045,E210900,阜新市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 阜新市,0,,
CNUR-000046,E211000,辽阳市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 辽阳市,0,,
CNUR-000047,E211100,盘锦市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 盘锦市,0,,
CNUR-000048,E211200,铁岭市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 铁岭市,0,,
CNUR-000049,E211300,朝阳市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 朝阳市,0,,
CNUR-000050,E211400,葫芦岛市,current_panel_entity,辽宁省,辽宁,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1993 锦西市; 1994-2026 葫芦岛市,1,,
CNUR-000051,E220100,长春市,current_panel_entity,吉林省,吉林,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 长春市,0,,
CNUR-000052,E220200,吉林市,current_panel_entity,吉林省,吉林,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 吉林市,0,,
