entity_id,legacy_entity_id,canonical_name_zh,entity_scope,province_name_zh,province_short_zh,entity_type,first_active_year,last_active_year,status_in_2026,verification_status,name_history,event_count,successor_summary,primary_source_url
CNUR-000162,E411100,漯河市,current_panel_entity,河南省,河南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 漯河市,0,,
CNUR-000163,E411200,三门峡市,current_panel_entity,河南省,河南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 三门峡市,0,,
CNUR-000164,E411300,南阳市,current_panel_entity,河南省,河南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1993 南阳地区; 1994-2026 南阳市,1,,
CNUR-000165,E411400,商丘市,current_panel_entity,河南省,河南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1996 商丘地区; 1997-2026 商丘市,1,,
CNUR-000166,E411500,信阳市,current_panel_entity,河南省,河南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1997 信阳地区; 1998-2026 信阳市,1,,
CNUR-000167,E411600,周口市,current_panel_entity,河南省,河南,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-1999 周口地区; 2000-2026 周口市,1,,
CNUR-000168,E411700,驻马店市,current_panel_entity,河南省,河南,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-1999 驻马店地区; 2000-2026 驻马店市,1,,
CNUR-000169,E420100,武汉市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 武汉市,0,,
CNUR-000170,E420200,黄石市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 黄石市,0,,
CNUR-000171,E420300,十堰市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 十堰市,1,,
CNUR-000172,E420500,宜昌市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 宜昌市,1,,
CNUR-000173,E420600,襄阳市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2009 襄樊市; 2010-2026 襄阳市,1,,
CNUR-000174,E420700,鄂州市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 鄂州市,0,,
CNUR-000175,E420800,荆门市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 荆门市,0,,
CNUR-000176,E420900,孝感市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1993,2026,active,wikipedia_entity_verified,1987-1992 [not_established]; 1993-2026 孝感市,1,,
CNUR-000177,E421000,荆州市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1993 荆州地区; 1994-1995 荆沙市; 1996-2026 荆州市,2,,
CNUR-000178,E421100,黄冈市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1994 黄冈地区; 1995-2026 黄冈市,1,,
CNUR-000179,E421200,咸宁市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1997 咸宁地区; 1998-2026 咸宁市,1,,
CNUR-000180,E421300,随州市,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2026 随州市,1,,
CNUR-000181,E422800,恩施土家族苗族自治州,current_panel_entity,湖北省,湖北,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1992 鄂西土家族苗族自治州; 1993-2026 恩施土家族苗族自治州,1,,
CNUR-000182,E430100,长沙市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 长沙市,0,,
CNUR-000183,E430200,株洲市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 株洲市,0,,
CNUR-000184,E430300,湘潭市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 湘潭市,0,,
CNUR-000185,E430400,衡阳市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 衡阳市,0,,
CNUR-000186,E430500,邵阳市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 邵阳市,0,,
CNUR-000187,E430600,岳阳市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 岳阳市,0,,
CNUR-000188,E430700,常德市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1987 常德地区; 1988-2026 常德市,1,,
CNUR-000189,E430800,张家界市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1993 大庸市; 1994-2026 张家界市,1,,
CNUR-000190,E430900,益阳市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1993 益阳地区; 1994-2026 益阳市,1,,
CNUR-000191,E431000,郴州市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1994,2026,active,wikipedia_entity_verified,1987-1993 [not_established]; 1994-2026 郴州市,1,,
CNUR-000192,E431100,永州市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1994 零陵地区; 1995-2026 永州市,1,,
CNUR-000193,E431200,怀化市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1996 怀化地区; 1997-2026 怀化市,1,,
CNUR-000194,E431300,娄底市,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1998 娄底地区; 1999-2026 娄底市,1,,
CNUR-000195,E433100,湘西土家族苗族自治州,current_panel_entity,湖南省,湖南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 湘西土家族苗族自治州,0,,
CNUR-000196,E440100,广州市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 广州市,0,,
CNUR-000197,E440200,韶关市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 韶关市,0,,
CNUR-000198,E440300,深圳市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 深圳市,0,,
CNUR-000199,E440400,珠海市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 珠海市,0,,
CNUR-000200,E440500,汕头市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 汕头市,0,,
CNUR-000201,E440600,佛山市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 佛山市,0,,
CNUR-000202,E440700,江门市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 江门市,0,,
CNUR-000203,E440800,湛江市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 湛江市,0,,
CNUR-000204,E440900,茂名市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 茂名市,0,,
CNUR-000205,E441200,肇庆市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1987 肇庆地区; 1988-2026 肇庆市,1,,
CNUR-000206,E441300,惠州市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1987 惠阳地区; 1988-2026 惠州市,1,,
CNUR-000207,E441400,梅州市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1987 梅县地区; 1988-2026 梅州市,1,,
CNUR-000208,E441500,汕尾市,current_panel_entity,广东省,广东,prefecture_research_entity,1988,2026,active,wikipedia_entity_verified,1987-1987 [not_established]; 1988-2026 汕尾市,1,,
CNUR-000209,E441600,河源市,current_panel_entity,广东省,广东,prefecture_research_entity,1988,2026,active,wikipedia_entity_verified,1987-1987 [not_established]; 1988-2026 河源市,1,,
CNUR-000210,E441700,阳江市,current_panel_entity,广东省,广东,prefecture_research_entity,1988,2026,active,wikipedia_entity_verified,1987-1987 [not_established]; 1988-2026 阳江市,1,,
CNUR-000211,E441800,清远市,current_panel_entity,广东省,广东,prefecture_research_entity,1988,2026,active,wikipedia_entity_verified,1987-1987 [not_established]; 1988-2026 清远市,1,,
CNUR-000212,E441900,东莞市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 东莞市,0,,
CNUR-000213,E442000,中山市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 中山市,0,,
CNUR-000214,E445100,潮州市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 潮州市,0,,
CNUR-000215,E445200,揭阳市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 揭阳市,0,,
CNUR-000216,E445300,云浮市,current_panel_entity,广东省,广东,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 云浮市,0,,
CNUR-000217,E450100,南宁市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 南宁市,0,,
CNUR-000218,E450200,柳州市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 柳州市,0,,
CNUR-000219,E450300,桂林市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 桂林市,0,,
CNUR-000220,E450400,梧州市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 梧州市,0,,
CNUR-000221,E450500,北海市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 北海市,0,,
CNUR-000222,E450600,防城港市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1993,2026,active,wikipedia_entity_verified,1987-1992 [not_established]; 1993-2026 防城港市,1,,
CNUR-000223,E450700,钦州市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1993 钦州地区; 1994-2026 钦州市,1,,
CNUR-000224,E450800,贵港市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 贵港市,0,,
CNUR-000225,E450900,玉林市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1996 玉林地区; 1997-2026 玉林市,1,,
CNUR-000226,E451000,百色市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2001 百色地区; 2002-2026 百色市,1,,
CNUR-000227,E451100,贺州市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-1996 梧州地区; 1997-2001 贺州地区; 2002-2026 贺州市,2,,
CNUR-000228,E451200,河池市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2001 河池地区; 2002-2026 河池市,1,,
CNUR-000229,E451300,来宾市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2001 柳州地区; 2002-2026 来宾市,1,,
CNUR-000230,E451400,崇左市,current_panel_entity,广西壮族自治区,广西,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2001 南宁地区; 2002-2026 崇左市,1,,
CNUR-000231,E460100,海口市,current_panel_entity,海南省,海南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 海口市,0,,
CNUR-000232,E460200,三亚市,current_panel_entity,海南省,海南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 三亚市,0,,
CNUR-000233,E460300,三沙市,current_panel_entity,海南省,海南,prefecture_research_entity,2012,2026,active,wikipedia_verified,1987-1999 [not_established]; 2000-2011 [not_established]; 2012-2026 三沙市,1,,
CNUR-000234,E460400,儋州市,current_panel_entity,海南省,海南,prefecture_research_entity,1987,2026,active,wikipedia_verified,1987-1999 儋州市; 2000-2014 [not_prefecture_level]; 2015-2026 儋州市,1,,
CNUR-000235,E500100,重庆市,current_panel_entity,重庆市,重庆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 重庆市,0,,
CNUR-000236,E510100,成都市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 成都市,0,,
CNUR-000237,E510300,自贡市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 自贡市,0,,
CNUR-000238,E510400,攀枝花市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 攀枝花市,1,,
CNUR-000239,E510500,泸州市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 泸州市,0,,
CNUR-000240,E510600,德阳市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 德阳市,0,,
CNUR-000241,E510700,绵阳市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 绵阳市,0,,
CNUR-000242,E510800,广元市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 广元市,0,,
CNUR-000243,E510900,遂宁市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 遂宁市,0,,
CNUR-000244,E511000,内江市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 内江市,0,,
CNUR-000245,E511100,乐山市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 乐山市,0,,
CNUR-000246,E511300,南充市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1992 南充地区; 1993-2026 南充市,1,,
CNUR-000247,E511400,眉山市,current_panel_entity,四川省,四川,prefecture_research_entity,1997,2026,active,event_crosschecked,1987-1996 [not_established]; 1997-1999 眉山地区; 2000-2026 眉山市,2,,
CNUR-000248,E511500,宜宾市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1995 宜宾地区; 1996-2026 宜宾市,1,,
CNUR-000249,E511600,广安市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1997 广安地区; 1998-2026 广安市,1,,
CNUR-000250,E511700,达州市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1998 达川地区; 1999-2026 达州市,1,,
CNUR-000251,E511800,雅安市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-1999 雅安地区; 2000-2026 雅安市,1,,
CNUR-000252,E511900,巴中市,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-1999 巴中地区; 2000-2026 巴中市,1,,
CNUR-000253,E512000,资阳市,current_panel_entity,四川省,四川,prefecture_research_entity,1998,2026,active,event_crosschecked,1987-1997 [not_established]; 1998-1999 资阳地区; 2000-2026 资阳市,2,,
CNUR-000254,E513200,阿坝藏族羌族自治州,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 阿坝藏族羌族自治州,1,,
CNUR-000255,E513300,甘孜藏族自治州,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 甘孜藏族自治州,0,,
CNUR-000256,E513400,凉山彝族自治州,current_panel_entity,四川省,四川,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 凉山彝族自治州,0,,
CNUR-000257,E520100,贵阳市,current_panel_entity,贵州省,贵州,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 贵阳市,0,,
CNUR-000258,E520200,六盘水市,current_panel_entity,贵州省,贵州,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 六盘水市,0,,
CNUR-000259,E520300,遵义市,current_panel_entity,贵州省,贵州,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1996 遵义地区; 1997-2026 遵义市,1,,
CNUR-000260,E520400,安顺市,current_panel_entity,贵州省,贵州,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-1999 安顺地区; 2000-2026 安顺市,1,,
CNUR-000261,E520500,毕节市,current_panel_entity,贵州省,贵州,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2010 毕节地区; 2011-2026 毕节市,1,,
CNUR-000262,E520600,铜仁市,current_panel_entity,贵州省,贵州,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2010 铜仁地区; 2011-2026 铜仁市,1,,
CNUR-000263,E522300,黔西南布依族苗族自治州,current_panel_entity,贵州省,贵州,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 黔西南布依族苗族自治州,0,,
CNUR-000264,E522600,黔东南苗族侗族自治州,current_panel_entity,贵州省,贵州,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 黔东南苗族侗族自治州,0,,
CNUR-000265,E522700,黔南布依族苗族自治州,current_panel_entity,贵州省,贵州,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 黔南布依族苗族自治州,0,,
CNUR-000266,E530100,昆明市,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 昆明市,0,,
CNUR-000267,E530300,曲靖市,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1996 曲靖地区; 1997-2026 曲靖市,1,,
CNUR-000268,E530400,玉溪市,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1996 玉溪地区; 1997-2026 玉溪市,1,,
CNUR-000269,E530500,保山市,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-1999 保山地区; 2000-2026 保山市,1,,
CNUR-000270,E530600,昭通市,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2000 昭通地区; 2001-2026 昭通市,1,,
CNUR-000271,E530700,丽江市,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2001 丽江地区; 2002-2026 丽江市,1,,
CNUR-000272,E530800,普洱市,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_verified,1987-2002 思茅地区; 2003-2006 思茅市; 2007-2026 普洱市,2,,
CNUR-000273,E530900,临沧市,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_verified,1987-1999 临沧市; 2000-2002 临沧地区; 2003-2026 临沧市,0,,
CNUR-000274,E532300,楚雄彝族自治州,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 楚雄彝族自治州,0,,
CNUR-000275,E532500,红河哈尼族彝族自治州,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 红河哈尼族彝族自治州,0,,
CNUR-000276,E532600,文山壮族苗族自治州,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 文山壮族苗族自治州,0,,
CNUR-000277,E532800,西双版纳傣族自治州,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 西双版纳傣族自治州,0,,
CNUR-000278,E532900,大理白族自治州,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 大理白族自治州,0,,
CNUR-000279,E533100,德宏傣族景颇族自治州,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 德宏傣族景颇族自治州,0,,
CNUR-000280,E533300,怒江傈僳族自治州,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 怒江傈僳族自治州,0,,
CNUR-000281,E533400,迪庆藏族自治州,current_panel_entity,云南省,云南,prefecture_research_entity,1987,2026,active,wikipedia_verified,1987-2026 迪庆藏族自治州,0,,
CNUR-000282,E540100,拉萨市,current_panel_entity,西藏自治区,西藏,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 拉萨市,0,,
CNUR-000283,E540200,日喀则市,current_panel_entity,西藏自治区,西藏,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2013 日喀则地区; 2014-2026 日喀则市,1,,
CNUR-000284,E540300,昌都市,current_panel_entity,西藏自治区,西藏,prefecture_research_entity,1987,2026,active,wikipedia_verified,1987-1999 昌都市; 2000-2013 昌都地区; 2014-2026 昌都市,0,,
CNUR-000285,E540400,林芝市,current_panel_entity,西藏自治区,西藏,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2014 林芝地区; 2015-2026 林芝市,1,,
CNUR-000286,E540500,山南市,current_panel_entity,西藏自治区,西藏,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2015 山南地区; 2016-2026 山南市,1,,
CNUR-000287,E540600,那曲市,current_panel_entity,西藏自治区,西藏,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2016 那曲地区; 2017-2026 那曲市,1,,
CNUR-000288,E542500,阿里地区,current_panel_entity,西藏自治区,西藏,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 阿里地区,0,,
CNUR-000289,E610100,西安市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 西安市,0,,
CNUR-000290,E610200,铜川市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 铜川市,0,,
CNUR-000291,E610300,宝鸡市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 宝鸡市,0,,
CNUR-000292,E610400,咸阳市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 咸阳市,0,,
CNUR-000293,E610500,渭南市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1993 渭南地区; 1994-2026 渭南市,1,,
CNUR-000294,E610600,延安市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1995 延安地区; 1996-2026 延安市,1,,
CNUR-000295,E610700,汉中市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1995 汉中地区; 1996-2026 汉中市,1,,
CNUR-000296,E610800,榆林市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1998 榆林地区; 1999-2026 榆林市,1,,
CNUR-000297,E610900,安康市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-1999 安康地区; 2000-2026 安康市,1,,
CNUR-000298,E611000,商洛市,current_panel_entity,陕西省,陕西,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2000 商洛地区; 2001-2026 商洛市,1,,
CNUR-000299,E620100,兰州市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 兰州市,0,,
CNUR-000300,E620200,嘉峪关市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 嘉峪关市,0,,
CNUR-000301,E620300,金昌市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 金昌市,0,,
CNUR-000302,E620400,白银市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 白银市,0,,
CNUR-000303,E620500,天水市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 天水市,0,,
CNUR-000304,E620600,武威市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2000 武威地区; 2001-2026 武威市,1,,
CNUR-000305,E620700,张掖市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2001 张掖地区; 2002-2026 张掖市,1,,
CNUR-000306,E620800,平凉市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2001 平凉地区; 2002-2026 平凉市,1,,
CNUR-000307,E620900,酒泉市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2001 酒泉地区; 2002-2026 酒泉市,1,,
CNUR-000308,E621000,庆阳市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2001 庆阳地区; 2002-2026 庆阳市,1,,
CNUR-000309,E621100,定西市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2002 定西地区; 2003-2026 定西市,1,,
CNUR-000310,E621200,陇南市,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2003 陇南地区; 2004-2026 陇南市,1,,
CNUR-000311,E622900,临夏回族自治州,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 临夏回族自治州,0,,
CNUR-000312,E623000,甘南藏族自治州,current_panel_entity,甘肃省,甘肃,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 甘南藏族自治州,0,,
CNUR-000313,E630100,西宁市,current_panel_entity,青海省,青海,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 西宁市,0,,
CNUR-000314,E630200,海东市,current_panel_entity,青海省,青海,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2012 海东地区; 2013-2026 海东市,1,,
CNUR-000315,E632200,海北藏族自治州,current_panel_entity,青海省,青海,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 海北藏族自治州,0,,
CNUR-000316,E632300,黄南藏族自治州,current_panel_entity,青海省,青海,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 黄南藏族自治州,0,,
CNUR-000317,E632500,海南藏族自治州,current_panel_entity,青海省,青海,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 海南藏族自治州,0,,
CNUR-000318,E632600,果洛藏族自治州,current_panel_entity,青海省,青海,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 果洛藏族自治州,0,,
CNUR-000319,E632700,玉树藏族自治州,current_panel_entity,青海省,青海,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 玉树藏族自治州,0,,
CNUR-000320,E632800,海西蒙古族藏族自治州,current_panel_entity,青海省,青海,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 海西蒙古族藏族自治州,0,,
CNUR-000321,E640100,银川市,current_panel_entity,宁夏回族自治区,宁夏,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 银川市,0,,
