entity_id,year,legal_name_zh,legal_level,status,verification_status,source_id
E211300,2000,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2001,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2002,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2003,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2004,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2005,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2006,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2007,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2008,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2009,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2010,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2011,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2012,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2013,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2014,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2015,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2016,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2017,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2018,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2019,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2020,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E211300,2021,朝阳市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
