entity_id,canonical_name_zh,entity_level,id_namespace,verification_status
E520500,毕节市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E520600,铜仁市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E522300,黔西南布依族苗族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E522600,黔东南苗族侗族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E522700,黔南布依族苗族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E530100,昆明市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E530300,曲靖市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E530400,玉溪市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E530500,保山市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E530600,昭通市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E530700,丽江市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E530800,普洱市,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_verified
E530900,临沧市,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_verified
E532300,楚雄彝族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E532500,红河哈尼族彝族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E532600,文山壮族苗族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E532800,西双版纳傣族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E532900,大理白族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E533100,德宏傣族景颇族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E533300,怒江傈僳族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E533400,迪庆藏族自治州,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_verified
E540100,拉萨市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E540200,日喀则市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E540300,昌都市,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_verified
E540400,林芝市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E540500,山南市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E540600,那曲市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E542500,阿里地区,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E610100,西安市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E610200,铜川市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E610300,宝鸡市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E610400,咸阳市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E610500,渭南市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E610600,延安市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E610700,汉中市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E610800,榆林市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E610900,安康市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E611000,商洛市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E620100,兰州市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E620200,嘉峪关市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E620300,金昌市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E620400,白银市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E620500,天水市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E620600,武威市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E620700,张掖市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E620800,平凉市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E620900,酒泉市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E621000,庆阳市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E621100,定西市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E621200,陇南市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E622900,临夏回族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E623000,甘南藏族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E630100,西宁市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E630200,海东市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E632200,海北藏族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E632300,黄南藏族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E632500,海南藏族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E632600,果洛藏族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E632700,玉树藏族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E632800,海西蒙古族藏族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E640100,银川市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
