alias,entity_id,alias_type,start_year,end_year,level,source_id,review_status,rule_version
桂林,E450300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
梧州,E450400,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
北海,E450500,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
防城港,E450600,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
钦州,E450700,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
贵港,E450800,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
玉林,E450900,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
百色,E451000,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
百色,E451000,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
贺州,E451100,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
贺州,E451100,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
河池,E451200,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
河池,E451200,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
柳州,E451300,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
来宾,E451300,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
南宁,E451400,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
崇左,E451400,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
海口,E460100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
三亚,E460200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
三沙,E460300,suffix_omitted,2012,2024,prefecture,SRC-WIKI-2012,generated_reviewed,2026.07.1
儋州,E460400,suffix_omitted,2015,2024,prefecture,SRC-WIKI-2015,generated_reviewed,2026.07.1
重庆,E500100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
成都,E510100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
自贡,E510300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
攀枝花,E510400,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
泸州,E510500,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
德阳,E510600,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
绵阳,E510700,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
广元,E510800,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
遂宁,E510900,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
内江,E511000,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
乐山,E511100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
南充,E511300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
眉山,E511400,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
宜宾,E511500,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
广安,E511600,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
达州,E511700,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
雅安,E511800,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
巴中,E511900,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
资阳,E512000,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
阿坝藏族羌族,E513200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
甘孜藏族,E513300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
凉山彝族,E513400,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
贵阳,E520100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
六盘水,E520200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
遵义,E520300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
安顺,E520400,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
毕节,E520500,suffix_omitted,2000,2010,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
毕节,E520500,suffix_omitted,2011,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
铜仁,E520600,suffix_omitted,2000,2010,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
铜仁,E520600,suffix_omitted,2011,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
黔西南布依族苗族,E522300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
黔东南苗族侗族,E522600,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
黔南布依族苗族,E522700,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
昆明,E530100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
曲靖,E530300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
玉溪,E530400,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
保山,E530500,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
昭通,E530600,suffix_omitted,2000,2000,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
昭通,E530600,suffix_omitted,2001,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
丽江,E530700,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
丽江,E530700,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
思茅,E530800,suffix_omitted,2000,2002,prefecture,SRC-WIKI-2003,generated_reviewed,2026.07.1
思茅,E530800,suffix_omitted,2003,2006,prefecture,SRC-WIKI-2003,generated_reviewed,2026.07.1
普洱,E530800,suffix_omitted,2007,2024,prefecture,SRC-WIKI-2003,generated_reviewed,2026.07.1
临沧,E530900,suffix_omitted,2000,2002,prefecture,SRC-WIKI-2003,generated_reviewed,2026.07.1
临沧,E530900,suffix_omitted,2003,2024,prefecture,SRC-WIKI-2003,generated_reviewed,2026.07.1
楚雄彝族,E532300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
红河哈尼族彝族,E532500,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
文山壮族苗族,E532600,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
西双版纳傣族,E532800,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
大理白族,E532900,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
德宏傣族景颇族,E533100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
怒江傈僳族,E533300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
迪庆藏族,E533400,suffix_omitted,2000,2024,prefecture,SRC-WIKI-DIQING,generated_reviewed,2026.07.1
拉萨,E540100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
日喀则,E540200,suffix_omitted,2000,2013,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
日喀则,E540200,suffix_omitted,2014,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
昌都,E540300,suffix_omitted,2000,2013,prefecture,SRC-WIKI-2014,generated_reviewed,2026.07.1
昌都,E540300,suffix_omitted,2014,2024,prefecture,SRC-WIKI-2014,generated_reviewed,2026.07.1
林芝,E540400,suffix_omitted,2000,2014,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
林芝,E540400,suffix_omitted,2015,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
山南,E540500,suffix_omitted,2000,2015,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
山南,E540500,suffix_omitted,2016,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
那曲,E540600,suffix_omitted,2000,2016,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
那曲,E540600,suffix_omitted,2017,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
阿里,E542500,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
西安,E610100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
铜川,E610200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
宝鸡,E610300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
咸阳,E610400,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
渭南,E610500,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
延安,E610600,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
汉中,E610700,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
榆林,E610800,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
安康,E610900,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
商洛,E611000,suffix_omitted,2000,2000,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
商洛,E611000,suffix_omitted,2001,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
兰州,E620100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
嘉峪关,E620200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
金昌,E620300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
白银,E620400,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
天水,E620500,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
武威,E620600,suffix_omitted,2000,2000,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
武威,E620600,suffix_omitted,2001,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
张掖,E620700,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
张掖,E620700,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
平凉,E620800,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
平凉,E620800,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
酒泉,E620900,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
酒泉,E620900,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
庆阳,E621000,suffix_omitted,2000,2001,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
庆阳,E621000,suffix_omitted,2002,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
定西,E621100,suffix_omitted,2000,2002,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
定西,E621100,suffix_omitted,2003,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
陇南,E621200,suffix_omitted,2000,2003,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
陇南,E621200,suffix_omitted,2004,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
临夏回族,E622900,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
甘南藏族,E623000,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
西宁,E630100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
海东,E630200,suffix_omitted,2000,2012,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
海东,E630200,suffix_omitted,2013,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
海北藏族,E632200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
黄南藏族,E632300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
海南藏族,E632500,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
果洛藏族,E632600,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
玉树藏族,E632700,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
海西蒙古族藏族,E632800,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
银川,E640100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
石嘴山,E640200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
吴忠,E640300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
固原,E640400,suffix_omitted,2000,2000,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
固原,E640400,suffix_omitted,2001,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
中卫,E640500,suffix_omitted,2003,2024,prefecture,SRC-WIKI-2003,generated_reviewed,2026.07.1
乌鲁木齐,E650100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
克拉玛依,E650200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
吐鲁番,E650400,suffix_omitted,2000,2014,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
吐鲁番,E650400,suffix_omitted,2015,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
哈密,E650500,suffix_omitted,2000,2015,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
哈密,E650500,suffix_omitted,2016,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
昌吉回族,E652300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
博尔塔拉蒙古,E652700,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
巴音郭楞蒙古,E652800,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
阿克苏,E652900,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
克孜勒苏柯尔克孜,E653000,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
喀什,E653100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
和田,E653200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
伊犁哈萨克,E654000,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
伊犁,E654100,suffix_omitted,2000,2000,prefecture,SRC-WIKI-2001,generated_reviewed,2026.07.1
塔城,E654200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
阿勒泰,E654300,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
毫州,E341600,ocr_variant,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,reviewed,2026.07.1
亳州市,E341600,manual_alias,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,reviewed,2026.07.1
毫州市,E341600,ocr_variant,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,reviewed,2026.07.1
