entity_id,name_zh,start_year,end_year,legal_status,verification_status,derivation_basis
CNUR-000031,呼伦贝尔市,2001,2026,active,reviewed,existing_2000_2024_roster
CNUR-000032,巴彦淖尔盟,1987,2002,active,reviewed,reviewed_event_chain
CNUR-000032,巴彦淖尔市,2003,2026,active,reviewed,existing_2000_2024_roster
CNUR-000033,乌兰察布盟,1987,2002,active,reviewed,reviewed_event_chain
CNUR-000033,乌兰察布市,2003,2026,active,reviewed,existing_2000_2024_roster
CNUR-000034,兴安盟,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000035,锡林郭勒盟,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000036,阿拉善盟,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000037,沈阳市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000038,大连市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000039,鞍山市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000040,抚顺市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000041,本溪市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000042,丹东市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000043,锦州市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000044,营口市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000045,阜新市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000046,辽阳市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000047,盘锦市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000048,铁岭市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000049,朝阳市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000050,锦西市,1987,1993,active,reviewed,reviewed_event_chain
CNUR-000050,葫芦岛市,1994,2026,active,reviewed,reviewed_event_chain
CNUR-000051,长春市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000052,吉林市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000053,四平市,1987,2026,active,reviewed,reviewed_event_chain
CNUR-000054,辽源市,1987,2026,active,reviewed,reviewed_event_chain
