entity_id,name_zh,start_year,end_year,legal_status,verification_status,source_id
CNUR-000270,昭通地区,2000,2000,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000270,昭通市,2001,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000271,丽江地区,2000,2001,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000271,丽江市,2002,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000272,思茅地区,2000,2002,active,wikipedia_verified,SRC-WIKI-2003
CNUR-000272,思茅市,2003,2006,active,wikipedia_verified,SRC-WIKI-2003
CNUR-000272,普洱市,2007,2024,active,wikipedia_verified,SRC-WIKI-2003
CNUR-000273,临沧地区,2000,2002,active,wikipedia_verified,SRC-WIKI-2003
CNUR-000273,临沧市,2003,2024,active,wikipedia_verified,SRC-WIKI-2003
CNUR-000274,楚雄彝族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000275,红河哈尼族彝族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000276,文山壮族苗族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000277,西双版纳傣族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000278,大理白族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000279,德宏傣族景颇族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000280,怒江傈僳族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000281,迪庆藏族自治州,2000,2024,active,wikipedia_verified,SRC-WIKI-DIQING
CNUR-000282,拉萨市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000283,日喀则地区,2000,2013,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000283,日喀则市,2014,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000284,昌都地区,2000,2013,active,wikipedia_verified,SRC-WIKI-2014
CNUR-000284,昌都市,2014,2024,active,wikipedia_verified,SRC-WIKI-2014
CNUR-000285,林芝地区,2000,2014,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000285,林芝市,2015,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000286,山南地区,2000,2015,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000286,山南市,2016,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000287,那曲地区,2000,2016,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000287,那曲市,2017,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000288,阿里地区,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000289,西安市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000290,铜川市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000291,宝鸡市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000292,咸阳市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000293,渭南市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000294,延安市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000295,汉中市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000296,榆林市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000297,安康市,2000,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000298,商洛地区,2000,2000,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000298,商洛市,2001,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000299,兰州市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000300,嘉峪关市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000301,金昌市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000302,白银市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000303,天水市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000304,武威地区,2000,2000,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000304,武威市,2001,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000305,张掖地区,2000,2001,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000305,张掖市,2002,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000306,平凉地区,2000,2001,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000306,平凉市,2002,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000307,酒泉地区,2000,2001,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000307,酒泉市,2002,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000308,庆阳地区,2000,2001,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000308,庆阳市,2002,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000309,定西地区,2000,2002,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000309,定西市,2003,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000310,陇南地区,2000,2003,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000310,陇南市,2004,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000311,临夏回族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000312,甘南藏族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000313,西宁市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000314,海东地区,2000,2012,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000314,海东市,2013,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000315,海北藏族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000316,黄南藏族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000317,海南藏族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000318,果洛藏族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000319,玉树藏族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000320,海西蒙古族藏族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000321,银川市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000322,石嘴山市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000323,吴忠市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000324,固原地区,2000,2000,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000324,固原市,2001,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000325,,2000,2002,not_established,wikipedia_verified,SRC-WIKI-2003
CNUR-000325,中卫市,2003,2024,active,wikipedia_verified,SRC-WIKI-2003
CNUR-000326,乌鲁木齐市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000327,克拉玛依市,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000328,吐鲁番地区,2000,2014,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000328,吐鲁番市,2015,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000329,哈密地区,2000,2015,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000329,哈密市,2016,2024,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
CNUR-000330,昌吉回族自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000331,博尔塔拉蒙古自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000332,巴音郭楞蒙古自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000333,阿克苏地区,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000334,克孜勒苏柯尔克孜自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000335,喀什地区,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000336,和田地区,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000337,伊犁哈萨克自治州,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000338,伊犁地区,2000,2000,active,wikipedia_verified,SRC-WIKI-2001
CNUR-000338,,2001,2024,abolished,wikipedia_verified,SRC-WIKI-2001
CNUR-000339,塔城地区,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
CNUR-000340,阿勒泰地区,2000,2024,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
