entity_id,legacy_entity_id,canonical_name_zh,province_name_zh,province_short_zh,entity_level,id_namespace,verification_status
CNUR-000064,E230500,双鸭山市,黑龙江省,黑龙江,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000065,E230600,大庆市,黑龙江省,黑龙江,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000066,E230700,伊春市,黑龙江省,黑龙江,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000067,E230800,佳木斯市,黑龙江省,黑龙江,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000068,E230900,七台河市,黑龙江省,黑龙江,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000069,E231000,牡丹江市,黑龙江省,黑龙江,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000070,E231100,黑河市,黑龙江省,黑龙江,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000071,E231200,绥化市,黑龙江省,黑龙江,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000072,E232700,大兴安岭地区,黑龙江省,黑龙江,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000073,E310100,上海市,上海市,上海,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000074,E320100,南京市,江苏省,江苏,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
CNUR-000075,E320200,无锡市,江苏省,江苏,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_entity_verified
