event_id,year,province_name,event_type,entity_id,entity_ids,prefecture_names,prefecture_entity_ids,old_prefecture_name,new_prefecture_name,approval_date,document_number,automatic_continuity,confidence,review_status,risk_flags,description,review_note,source_url,source_revision_id,source_locator,source_layer,source_id,source_type,source_confidence
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-069,1983,湖南省,jurisdiction_transfer,CNUR-000185,CNUR-000185、CNUR-000192,零陵地区、衡阳市,CNUR-000185、CNUR-000192,衡阳地区,衡阳市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销衡阳地区。将衡阳、衡南、衡山、衡东、常宁、祁东六县和郴州地区的耒阳县划归衡阳市管辖；将祁阳县划归零陵地区,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-071,1983,湖南省,upgrade,CNUR-000187,CNUR-000187,岳阳市,CNUR-000187,岳阳市,岳阳市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,岳阳市改由省直接领导。恢复岳阳县，以岳阳市的部分行政区域为岳阳县的行政区域，岳阳县归岳阳市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-074,1983,四川省,jurisdiction_transfer,CNUR-000235,CNUR-000235,重庆市,CNUR-000235,永川地区,重庆市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销永川地区。将永川、江津、合川、璧山、荣昌、大足、铜梁、潼南八县划归重庆市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-075,1983,四川省,jurisdiction_transfer,CNUR-000236,CNUR-000236,成都市,CNUR-000236,温江地区,成都市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销温江地区。将温江、郫县、灌县、彭县、新都、新津、崇庆、邛崃、蒲江、大邑十县划归成都市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-076,1983,四川省,upgrade,CNUR-000239,CNUR-000239、CNUR-000248,宜宾地区、泸州市,CNUR-000239、CNUR-000248,泸州市,泸州市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,泸州市改由省直接领导。将宜宾地区的泸县、纳溪、合江三县划归泸州市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1983-10-28-093,1983,陕西省,upgrade,CNUR-000291,CNUR-000291、CNUR-000292,咸阳市、宝鸡市,CNUR-000291、CNUR-000292,咸阳地区,咸阳市、宝鸡市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销咸阳地区，咸阳市改由省直接领导。将兴平、三原、泾阳、乾县、礼泉、永寿、彬县、长武、旬邑、淳化十县和宝鸡市的武功县、杨陵区划归咸阳市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1983/10/28/4/,,人民日报 1983-10-28 第4版,early_people_daily_city_extraction,SRC-RMRB-1983-10-28,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1984-01-31-004,1984,黑龙江省,jurisdiction_transfer,CNUR-000061,CNUR-000061,齐齐哈尔市,CNUR-000061,嫩江地区,齐齐哈尔市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销嫩江地区，将讷河、拜泉、龙江、依安、克山、克东、甘南、泰来、富裕、林甸、杜尔伯特蒙古族自治县共十一县划归齐齐哈尔市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1985/1/31/4/,,人民日报 1985-01-31 第4版,early_people_daily_city_extraction,SRC-RMRB-1984-01-31,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1984-01-31-005,1984,黑龙江省,jurisdiction_transfer,CNUR-000067,CNUR-000067,佳木斯市,CNUR-000067,合江地区,佳木斯市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销合江地区，将桦南、集贤、宝清、富锦、依兰、汤原、桦川、萝北、绥滨、饶河、同江、抚远、友谊共十三县划归佳木斯市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1985/1/31/4/,,人民日报 1985-01-31 第4版,early_people_daily_city_extraction,SRC-RMRB-1984-01-31,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1985-09-12-001,1985,山西省,jurisdiction_transfer,CNUR-000017,CNUR-000017,长治市,CNUR-000017,晋东南地区,长治市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销晋东南地区，将原晋东南地区的襄垣、屯留、平顺、黎城、壶关、长子、武乡、沁县、沁源九县划归长治市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1985/9/12/4/,,人民日报 1985-09-12 第4版,early_people_daily_city_extraction,SRC-RMRB-1985-09-12,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1985-09-12-002,1985,山西省,upgrade,CNUR-000018,CNUR-000018,晋城市,CNUR-000018,晋东南地区,晋城市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,晋城市升为地级市，将原晋东南地区的沁水、阳城、高平、陵川四县划归晋城市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1985/9/12/4/,,人民日报 1985-09-12 第4版,early_people_daily_city_extraction,SRC-RMRB-1985-09-12,people_daily_summary,primary_text
EARLY-PREFECTURE-RMRB-COUNTY-1985-09-12-010,1985,吉林省,upgrade,CNUR-000055,CNUR-000055,通化市,CNUR-000055,通化地区,通化市,,,false,medium,early_source_text_parsed,early_year_before_roster|source_text_parsed,撤销通化地区，通化市升为地级市，将原通化地区的通化、集安两县划归通化市管辖,早期材料中的市级、地区级或盟级变化；保留原文，实体年度状态仍从1987年开始。,https://cn.govopendata.com/renminribao/1985/9/12/4/,,人民日报 1985-09-12 第4版,early_people_daily_city_extraction,SRC-RMRB-1985-09-12,people_daily_summary,primary_text
