event_id,year,province_name,event_type,entity_id,old_prefecture_name,new_prefecture_name,approval_date,document_number,automatic_continuity,confidence,normalization_status,review_note,risk_flags,description,source_section,source_url,revision_id,source_row_number
WIKI-1993-031,1993,湖北省,rename,CNUR-000181,鄂西土家族苗族自治州,恩施土家族苗族自治州,1993-04-04,国函〔1993〕36号,true,high,accepted_rule_extraction,,,"colspan=""2""|鄂西土家族苗族自治州||422800 |鄂西土家族苗族自治州更名为恩施土家族苗族自治州 |colspan=""2""|恩施土家族苗族自治州 | 国务院4月4日批复同意<br>国函〔1993〕36号",地级行政区划更名,https://zh.wikipedia.org/wiki/1993%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,91124767,145
WIKI-1994-032,1994,浙江省,upgrade,CNUR-000096,台州地区,台州市,1994-08-20,国函〔1994〕86号,true,high,accepted_rule_extraction,,,"colspan=""2"" id=""86""|台州地区 |332700 |rowspan=""4""|撤销台州地区和县级黄岩市、椒江市，设立台州市（地级）<br>台州市新设椒江区、黄岩区和路桥区 |colspan=""2""|台州市||331000 |rowspan=""10""|国务院8月20日批复同意<br>国函〔1994〕86号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,2
WIKI-1994-033,1994,福建省,upgrade,CNUR-000121,南平地区,南平市,1994-09-05,国函〔1994〕94号,true,high,accepted_rule_extraction,,,"colspan=""2"" id=""94""| 南平地区 |332700 |rowspan=""2""|撤销南平地区和县级南平市，设立地级南平市<br>南平市新设延平区 |colspan=""2""|南平市||331000 |rowspan=""11""|国务院9月5日批复同意<br>国函〔1994〕94号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,13
WIKI-1994-034,1994,山东省,upgrade,CNUR-000147,临沂地区,临沂市,1994-12-17,国函〔1994〕131号,true,high,accepted_rule_extraction,,,"colspan=""2"" |临沂地区 |372800 |rowspan=""4""|撤销临沂地区和县级临沂市，设立地级临沂市<br>临沂市设立兰山区、罗庄区和河东区 |colspan=""2""|临沂市||371300 |rowspan=""13""|国务院12月17日批复同意<br>国函〔1994〕131号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,25
WIKI-1994-035,1994,山东省,upgrade,CNUR-000148,德州地区,德州市,1994-12-17,国函〔1994〕132号,true,high,accepted_rule_extraction,,,"colspan=""2"" |德州地区 |372400 |rowspan=""2""|撤销德州地区和县级德州市，设立地级德州市<br>德州市设立德城区 |colspan=""2""|德州市||371400 |rowspan=""12""|国务院12月17日批复同意<br>国函〔1994〕132号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,38
WIKI-1994-036,1994,河南省,upgrade,CNUR-000164,南阳地区,南阳市,1994-07-01,国函〔1994〕67号,true,high,accepted_rule_extraction,,,"colspan=""2"" |南阳地区 |412900 |rowspan=""3""|撤销南阳地区和县级南阳市、南阳县，设立地级南阳市<br>南阳市新设宛城区和卧龙区 |colspan=""2""|南阳市||411300 |rowspan=""14""|国务院7月1日批复同意<br>国函〔1994〕67号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,51
WIKI-1994-037,1994,湖南省,upgrade,CNUR-000190,益阳地区,益阳市,1994-03-07,国函〔1994〕17号,true,high,accepted_rule_extraction,,,"colspan=""2""|益阳地区 |422100 |rowspan=""3""|撤销益阳地区、益阳市和益阳县，设立益阳市（地级）<br>益阳市新设资阳区和赫山区 |colspan=""2""|益阳市||421100 |rowspan=""7""|国务院3月7日批复同意<br>国函〔1994〕17号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,66
WIKI-1994-038,1994,湖南省,establish,CNUR-000191,,郴州市,1994-12-17,国函〔1994〕136号,false,medium,accepted_manual_review,郴州市 was explicitly established as a prefecture-level city,,"colspan=""2"" |郴州地区 |412900 |rowspan=""3""|郴州地区、县级郴州市和郴县，设立郴州市（地级）<br>郴州市新设北湖区和苏仙区 |colspan=""2""|郴州市||411300 |rowspan=""12""|国务院12月17日批复同意<br>国函〔1994〕136号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,73
WIKI-1994-039,1994,广西壮族自治区,upgrade,CNUR-000223,钦州地区,钦州市,1994-06-28,国函〔1994〕62号,true,high,accepted_rule_extraction,,,"colspan=""2""|钦州地区 |452800 |rowspan=""3""|撤销钦州地区和县级钦州市，设立地级钦州市<br>钦州市新设钦南区和钦北区 |colspan=""2""|钦州市||450700 |rowspan=""5""|国务院6月28日批复同意<br>国函〔1994〕62号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,86
WIKI-1994-040,1994,陕西省,upgrade,CNUR-000293,渭南地区,渭南市,1994-12-17,国函〔1994〕135号,true,high,accepted_rule_extraction,,,"colspan=""2"" |渭南地区 |612100 |rowspan=""2""|撤销渭南地区和县级渭南市，设立地级渭南市<br>渭南市新设临渭区 |colspan=""2""|渭南市||610500 |rowspan=""12""|国务院12月17日批复同意<br>国函〔1994〕135号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,92
WIKI-1994-041,1994,湖北省,merge,CNUR-000171,郧阳地区,,1994-09-29,国函〔1994〕98号,false,medium,accepted_manual_review,郧阳地区 merged into 十堰市,,"colspan=""2""|郧阳地区||422600 |撤销郧阳地区，与十堰市实行地、市合并 |colspan=""3""| |rowspan=""7""|国务院9月29日批复同意<br>国函〔1994〕98号",地区和地级市合并,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,126
WIKI-1994-042,1994,湖北省,upgrade,CNUR-000177,荆州地区,荆沙市,1994-09-29,国函〔1994〕99号,true,high,accepted_manual_review,荆州地区 became 荆沙市 and later 荆州市,,"colspan=""2"" rowspan=""2""|沙市市||rowspan=""2""|420400 |rowspan=""5""|撤销荆州地区、沙市市和江陵县，设立荆沙市（地级）<br>荆沙市新设沙市区、荆州区和江陵区 |colspan=""2""|荆沙市||421000 |rowspan=""15""|国务院9月29日批复同意<br>国函〔1994〕99号",地区和地级市合并,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,133
WIKI-1994-043,1994,辽宁省,rename,CNUR-000050,锦西市,葫芦岛市,1994-09-20,国函〔1994〕97号,true,high,accepted_rule_extraction,,,"colspan=""2""|锦西市||211400 |rowspan=""2""|锦西市更名为葫芦岛市<br>葫芦岛区更名为龙港区 |colspan=""2""|葫芦岛市 |rowspan=""2""|国务院9月20日批复同意<br>国函〔1994〕97号",地级行政区划更名,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,153
WIKI-1994-044,1994,吉林省,rename,CNUR-000056,浑江市,白山市,1994-01-31,国函〔1994〕8号,true,high,accepted_rule_extraction,,,"colspan=""2""|浑江市||220600 |浑江市更名为白山市 |colspan=""2""|白山市 | 国务院1月31日批复同意<br>国函〔1994〕8号",地级行政区划更名,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,156
WIKI-1994-045,1994,湖南省,rename,CNUR-000189,大庸市,张家界市,1994-04-04,国函〔1994〕25号,true,high,accepted_rule_extraction,,,"colspan=""2""|大庸市||430800 |大庸市更名为张家界市 |colspan=""2""|张家界市 | 国务院4月4日批复同意<br>国函〔1994〕25号",地级行政区划更名,https://zh.wikipedia.org/wiki/1994%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93187675,158
WIKI-1995-046,1995,湖北省,upgrade,CNUR-000178,黄冈地区,黄冈市,1995-12-23,国函〔1995〕130号,true,high,accepted_rule_extraction,,,"colspan=""2""|黄冈地区 |422100 |rowspan=""3""|撤销黄冈地区和黄州市，设立地级黄冈市<br>黄冈市设立黄州区和团风县 |colspan=""2""|黄冈市||421100 |rowspan=""11""|国务院12月23日批复同意<br>国函〔1995〕130号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1995%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93188363,2
WIKI-1995-047,1995,湖南省,upgrade,CNUR-000192,零陵地区,永州市,1995-11-05,国函〔1995〕110号,true,high,accepted_rule_extraction,,,"colspan=""2""|零陵地区 |432900 |rowspan=""3""|撤销零陵地区和永州市、冷水滩市，设立地级永州市<br>永州市新设芝山区、冷水滩区 |colspan=""2""|永州市||431100 |rowspan=""12""|国务院11月5日批复同意<br>国函〔1995〕110号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1995%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93188363,14
WIKI-1995-048,1995,四川省,upgrade,CNUR-000344,涪陵地区,涪陵市,1995-11-05,国函〔1995〕106号,true,high,accepted_manual_review,Fuling Prefecture continued as historical prefecture-level Fuling City until 1997,,"colspan=""2""|涪陵地区 |512300 |撤销涪陵地区，设立地级涪陵市 |colspan=""2""|涪陵市 |511400 |rowspan=""7""|国务院11月5日批复同意<br>国函〔1995〕106号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1995%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93188363,27
WIKI-1996-049,1996,河北省,upgrade,CNUR-000013,衡水地区,衡水市,1996-05-31,国函〔1996〕39号,true,high,accepted_rule_extraction,,,"colspan=""2""|衡水地区 |133000 |撤销衡水地区，设立地级衡水市 |colspan=""2""|衡水市 |131100 |rowspan=""12""|国务院5月31日批复同意<br>国函〔1996〕39号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,2
WIKI-1996-050,1996,安徽省,upgrade,CNUR-000108,阜阳地区,阜阳市,1996-01-01,国函〔1996〕1号,true,high,accepted_rule_extraction,,,"colspan=""2""|阜阳地区 |342100 |撤销阜阳地区，设立地级阜阳市 |colspan=""2""|阜阳市 |341200 |rowspan=""13""|国务院1月1日批复同意<br>国函〔1996〕1号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,15
WIKI-1996-051,1996,福建省,upgrade,CNUR-000122,龙岩地区,龙岩市,1996-11-20,国函〔1996〕100号,true,high,accepted_rule_extraction,,,"colspan=""2""|龙岩地区 |352600 |撤销龙岩地区，设立地级龙岩市 |colspan=""2""|龙岩市 |511500 |rowspan=""8""|国务院11月20日批复同意<br>国函〔1996〕100号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,29
WIKI-1996-052,1996,四川省,upgrade,CNUR-000248,宜宾地区,宜宾市,1996-10-05,国函〔1996〕80号,true,high,accepted_rule_extraction,,,"colspan=""2""|宜宾地区 |512500 |撤销宜宾地区，设立地级宜宾市 |colspan=""2""|宜宾市 |511500 |rowspan=""11""|国务院10月5日批复同意<br>国函〔1996〕80号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,38
WIKI-1996-053,1996,陕西省,upgrade,CNUR-000295,汉中地区,汉中市,1996-02-21,国函〔1996〕11号,true,high,accepted_rule_extraction,,,"colspan=""2""|汉中地区 |612300 |撤销汉中地区，设立地级汉中市 |colspan=""2""|汉中市 |610700 |rowspan=""12""|国务院2月21日批复同意<br>国函〔1996〕11号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,50
WIKI-1996-054,1996,陕西省,upgrade,CNUR-000294,延安地区,延安市,1996-11-05,国函〔1996〕94号,true,high,accepted_rule_extraction,,,"colspan=""2""|延安地区 |612600 |撤销延安地区，设立地级延安市 |colspan=""2""|延安市 |610600 |rowspan=""14""|国务院11月5日批复同意<br>国函〔1996〕94号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,62
WIKI-1996-055,1996,湖北省,rename,CNUR-000177,荆沙市,荆州市,1996-11-20,国函〔1996〕99号,true,high,accepted_rule_extraction,,,荆沙市||421000 |将荆沙市更名为荆州市 |荆州市 | 国务院11月20日批复同意<br>国函〔1996〕99号,地级行政区划更名,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,99
WIKI-1996-056,1996,四川省,jurisdiction_transfer,CNUR-000345,,,1996-09-05,,false,medium,accepted_manual_review,"multi-entity transition: Wanxian City, Fuling City, and Qianjiang Prefecture were entrusted to Chongqing administration",multi_entity_relation,"万县市||511200||rowspan=""3""|涪陵市、万县市和黔江地区的党政工作和政治、经济社会发展及三峡库区移民工作等，均由重庆市代四川省行使管理职能。||rowspan=""3""|重庆市代管||万县市||rowspan=""3""|中共中央、国务院9月5日批复同意<br>重庆市9月15日行使代管职能",地级市、地区的代管,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,101
WIKI-1997-057,1997,山东省,upgrade,CNUR-000149,聊城地区,聊城市,1997-08-29,国函〔1997〕82号,true,high,accepted_rule_extraction,,,"colspan=""2""|聊城地区 |372500 |rowspan=""9""|8月29日国务院批复同意<br>国函〔1997〕82号 |撤销聊城地区，设立地级聊城市 |colspan=""2""|聊城市 |371500",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,2
WIKI-1997-058,1997,河南省,upgrade,CNUR-000165,商丘地区,商丘市,1997-06-10,国函〔1997〕46号,true,high,accepted_rule_extraction,,,"colspan=""2""|商丘地区 |412300 |rowspan=""10""|6月10日国务院批复同意<br>国函〔1997〕46号 |撤销商丘地区，设立地级商丘市 |colspan=""2""|商丘市 |411400",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,12
WIKI-1997-059,1997,湖南省,upgrade,CNUR-000193,怀化地区,怀化市,1997-04-22,国函〔1997〕105号,true,high,accepted_rule_extraction,,,"colspan=""2""|怀化地区 |433000 |rowspan=""14""|4月22日国务院批复同意<br>国函〔1997〕105号 |撤销怀化地区，设立地级怀化市 |colspan=""2""|怀化市 |431200",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,23
WIKI-1997-060,1997,广西壮族自治区,upgrade,CNUR-000225,玉林地区,玉林市,1997-04-22,国函〔1997〕26号,true,high,accepted_rule_extraction,,,"colspan=""2""|玉林地区 |452500 |rowspan=""7""|4月22日国务院批复同意<br>国函〔1997〕26号 |撤销玉林地区，设立地级玉林市 |colspan=""2""|玉林市 |450900",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,38
WIKI-1997-061,1997,贵州省,upgrade,CNUR-000259,遵义地区,遵义市,1997-05-06,国函〔1997〕45号,true,high,accepted_rule_extraction,,,"colspan=""2""|遵义地区 |522100 |rowspan=""14""|5月6日国务院批复同意<br>国函〔1997〕45号 |撤销遵义地区，设立地级遵义市 |colspan=""2""|遵义市 |520300",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,46
WIKI-1997-062,1997,云南省,upgrade,CNUR-000267,曲靖地区,曲靖市,1997-05-06,国函〔1997〕32号,true,high,accepted_rule_extraction,,,"colspan=""2""|曲靖地区 |532200 |rowspan=""11""|5月6日国务院批复同意<br>国函〔1997〕32号 |撤销曲靖地区，设立地级曲靖市 |colspan=""2""|曲靖市 |530300",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,61
WIKI-1997-063,1997,云南省,upgrade,CNUR-000268,玉溪地区,玉溪市,1997-12-13,国函〔1997〕108号,true,high,accepted_rule_extraction,,,"colspan=""2""|玉溪地区 |532400 |rowspan=""10""|12月13日国务院批复同意<br>国函〔1997〕108号 |撤销玉溪地区，设立地级玉溪市 |colspan=""2""|玉溪市 |530400",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,72
WIKI-1997-064,1997,广西壮族自治区,rename,CNUR-000227,梧州地区,贺州地区,1997-02-27,国函〔1997〕12号,true,high,accepted_rule_extraction,,,"colspan=""2""|梧州地区 |452400 |rowspan=""8""|2月27日国务院批复同意<br>国函〔1997〕12号 |将梧州地区行署驻地由梧州市区迁至贺州市八步镇，梧州地区更名为贺州地区 |colspan=""2""|贺州地区 |未变",地区的增设与更名,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,83
WIKI-1997-065,1997,四川省,establish_prefecture,CNUR-000247,,眉山地区,1997-05-30,国函〔1997〕41号,false,medium,accepted_manual_review,眉山地区 later became 眉山市,,"colspan=""3""| ||rowspan=""7""|5月30日国务院批复同意<br>国函〔1997〕41号||设立眉山地区||colspan=""2""|眉山地区||513800",地区的增设与更名,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,92
