alias,entity_id,alias_type,start_year,end_year,level,source_id,review_status,rule_version
长治,CNUR-000017,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
晋城,CNUR-000018,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
朔州,CNUR-000019,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
晋中,CNUR-000020,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
运城,CNUR-000021,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
忻州,CNUR-000022,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
临汾,CNUR-000023,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
吕梁,CNUR-000024,suffix_omitted,2000,2002,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
吕梁,CNUR-000024,suffix_omitted,2003,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
呼和浩特,CNUR-000025,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
包头,CNUR-000026,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
乌海,CNUR-000027,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
赤峰,CNUR-000028,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
通辽,CNUR-000029,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
伊克昭,CNUR-000030,suffix_omitted,2000,2000,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
鄂尔多斯,CNUR-000030,suffix_omitted,2001,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
呼伦贝尔,CNUR-000031,suffix_omitted,2000,2000,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
呼伦贝尔,CNUR-000031,suffix_omitted,2001,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
巴彦淖尔,CNUR-000032,suffix_omitted,2000,2002,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
巴彦淖尔,CNUR-000032,suffix_omitted,2003,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
乌兰察布,CNUR-000033,suffix_omitted,2000,2002,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
乌兰察布,CNUR-000033,suffix_omitted,2003,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
兴安,CNUR-000034,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
锡林郭勒,CNUR-000035,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
阿拉善,CNUR-000036,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
沈阳,CNUR-000037,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
大连,CNUR-000038,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
鞍山,CNUR-000039,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
抚顺,CNUR-000040,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
本溪,CNUR-000041,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
丹东,CNUR-000042,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
锦州,CNUR-000043,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
营口,CNUR-000044,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
阜新,CNUR-000045,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
辽阳,CNUR-000046,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
盘锦,CNUR-000047,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
铁岭,CNUR-000048,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
朝阳,CNUR-000049,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
葫芦岛,CNUR-000050,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
长春,CNUR-000051,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
吉林,CNUR-000052,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
四平,CNUR-000053,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
辽源,CNUR-000054,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
通化,CNUR-000055,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
白山,CNUR-000056,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
松原,CNUR-000057,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
白城,CNUR-000058,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
延边朝鲜族,CNUR-000059,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
哈尔滨,CNUR-000060,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
齐齐哈尔,CNUR-000061,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
鸡西,CNUR-000062,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
鹤岗,CNUR-000063,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
双鸭山,CNUR-000064,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
大庆,CNUR-000065,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
伊春,CNUR-000066,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
佳木斯,CNUR-000067,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
七台河,CNUR-000068,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
牡丹江,CNUR-000069,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
黑河,CNUR-000070,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
绥化,CNUR-000071,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
大兴安岭,CNUR-000072,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
上海,CNUR-000073,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
南京,CNUR-000074,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
无锡,CNUR-000075,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
徐州,CNUR-000076,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
常州,CNUR-000077,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
苏州,CNUR-000078,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
南通,CNUR-000079,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
连云港,CNUR-000080,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
淮安,CNUR-000081,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
盐城,CNUR-000082,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
扬州,CNUR-000083,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
镇江,CNUR-000084,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
泰州,CNUR-000085,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
宿迁,CNUR-000086,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
杭州,CNUR-000087,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
宁波,CNUR-000088,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
温州,CNUR-000089,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
嘉兴,CNUR-000090,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
湖州,CNUR-000091,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
绍兴,CNUR-000092,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
金华,CNUR-000093,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
衢州,CNUR-000094,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
舟山,CNUR-000095,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
台州,CNUR-000096,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
丽水,CNUR-000097,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
合肥,CNUR-000098,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
芜湖,CNUR-000099,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
蚌埠,CNUR-000100,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
淮南,CNUR-000101,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
马鞍山,CNUR-000102,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
淮北,CNUR-000103,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
铜陵,CNUR-000104,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
安庆,CNUR-000105,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
黄山,CNUR-000106,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
滁州,CNUR-000107,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
阜阳,CNUR-000108,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
宿州,CNUR-000109,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
巢湖,CNUR-000110,suffix_omitted,2000,2010,prefecture,SRC-WIKI-2011,generated_reviewed,2026.07.1
六安,CNUR-000111,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
亳州,CNUR-000112,manual_alias,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,reviewed,2026.07.1
池州,CNUR-000113,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
宣城,CNUR-000114,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
福州,CNUR-000115,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
厦门,CNUR-000116,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
莆田,CNUR-000117,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
三明,CNUR-000118,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
泉州,CNUR-000119,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
漳州,CNUR-000120,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
南平,CNUR-000121,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
龙岩,CNUR-000122,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
宁德,CNUR-000123,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
南昌,CNUR-000124,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
景德镇,CNUR-000125,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
萍乡,CNUR-000126,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
九江,CNUR-000127,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
新余,CNUR-000128,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
鹰潭,CNUR-000129,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
赣州,CNUR-000130,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
吉安,CNUR-000131,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
宜春,CNUR-000132,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
抚州,CNUR-000133,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
上饶,CNUR-000134,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
济南,CNUR-000135,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
青岛,CNUR-000136,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
淄博,CNUR-000137,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
枣庄,CNUR-000138,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
东营,CNUR-000139,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
烟台,CNUR-000140,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
潍坊,CNUR-000141,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
济宁,CNUR-000142,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
泰安,CNUR-000143,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
威海,CNUR-000144,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
日照,CNUR-000145,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
莱芜,CNUR-000146,suffix_omitted,2000,2018,prefecture,SRC-WIKI-2019,generated_reviewed,2026.07.1
临沂,CNUR-000147,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
德州,CNUR-000148,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
聊城,CNUR-000149,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
滨州,CNUR-000150,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
菏泽,CNUR-000151,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
郑州,CNUR-000152,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
开封,CNUR-000153,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
洛阳,CNUR-000154,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
平顶山,CNUR-000155,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
安阳,CNUR-000156,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
鹤壁,CNUR-000157,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
新乡,CNUR-000158,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
焦作,CNUR-000159,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
濮阳,CNUR-000160,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
许昌,CNUR-000161,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
漯河,CNUR-000162,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
三门峡,CNUR-000163,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
南阳,CNUR-000164,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
商丘,CNUR-000165,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
信阳,CNUR-000166,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
周口,CNUR-000167,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
驻马店,CNUR-000168,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
武汉,CNUR-000169,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
黄石,CNUR-000170,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
十堰,CNUR-000171,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
宜昌,CNUR-000172,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
襄樊,CNUR-000173,suffix_omitted,2000,2009,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
襄阳,CNUR-000173,suffix_omitted,2010,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
鄂州,CNUR-000174,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
荆门,CNUR-000175,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
孝感,CNUR-000176,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
荆州,CNUR-000177,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
黄冈,CNUR-000178,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
咸宁,CNUR-000179,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
随州,CNUR-000180,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
恩施土家族苗族,CNUR-000181,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
恩施州,CNUR-000181,common_abbreviation,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,reviewed,2026.07.1
长沙,CNUR-000182,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
株洲,CNUR-000183,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
湘潭,CNUR-000184,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
衡阳,CNUR-000185,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
邵阳,CNUR-000186,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
岳阳,CNUR-000187,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
常德,CNUR-000188,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
张家界,CNUR-000189,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
益阳,CNUR-000190,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
郴州,CNUR-000191,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
永州,CNUR-000192,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
怀化,CNUR-000193,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
娄底,CNUR-000194,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
湘西土家族苗族,CNUR-000195,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
湘西州,CNUR-000195,common_abbreviation,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,reviewed,2026.07.1
广州,CNUR-000196,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
韶关,CNUR-000197,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
深圳,CNUR-000198,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
珠海,CNUR-000199,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
汕头,CNUR-000200,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
佛山,CNUR-000201,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
江门,CNUR-000202,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
湛江,CNUR-000203,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
茂名,CNUR-000204,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
肇庆,CNUR-000205,suffix_omitted,2000,2024,prefecture,SRC-LEGACY-SNAPSHOT,generated_reviewed,2026.07.1
