event_id,year,section,event_type,prefecture_names,prefecture_entity_ids,county_names,old_county_units,new_county_units,change_description,county_unit_types,scope,description,source_title,source_url,source_id,source_type,source_locator,source_confidence,review_status
RMRB-COUNTY-1983-10-28-083,1983,云南省 / 1983-01—1983-09,jurisdiction_transfer,楚雄彝族自治州、曲靖地区、昆明市,CNUR-000266、CNUR-000267、CNUR-000274,宜良县、嵩明县、路南彝族自治县、楚雄彝族自治州的禄劝县,宜良县、嵩明县、路南彝族自治县、楚雄彝族自治州的禄劝县,昆明市,将曲靖地区的宜良县、嵩明县、路南彝族自治县和楚雄彝族自治州的禄劝县划归昆明市管辖,县、自治县,county_level,云南省：将曲靖地区的宜良县、嵩明县、路南彝族自治县和楚雄彝族自治州的禄劝县划归昆明市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-084,1983,云南省 / 1983-01—1983-09,split,曲靖市,CNUR-000267,曲靖县、沾益县,曲靖县、沾益县,曲靖市,撤销曲靖县、沾益县，设立曲靖市，为省辖（县级）市,县,county_level,云南省：撤销曲靖县、沾益县，设立曲靖市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-085,1983,云南省 / 1983-01—1983-09,split,玉溪市,CNUR-000268,玉溪县,玉溪县,玉溪市,撤销玉溪县，设立玉溪市，为省辖（县级）市,县,county_level,云南省：撤销玉溪县，设立玉溪市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-086,1983,云南省 / 1983-01—1983-09,split,,,楚雄县、楚雄市,楚雄县,楚雄市,撤销楚雄县，设立楚雄市，为省辖（县级）市,县、市,county_level,云南省：撤销楚雄县，设立楚雄市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-087,1983,云南省 / 1983-01—1983-09,split,保山市,CNUR-000269,保山县,保山县,保山市,撤销保山县，设立保山市，为省辖（县级）市,县,county_level,云南省：撤销保山县，设立保山市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-088,1983,云南省 / 1983-01—1983-09,split,,,下关市、大理县、大理市,下关市、大理县,大理市,撤销下关市、大理县，设立大理市，为省辖（县级）市,县、市,county_level,云南省：撤销下关市、大理县，设立大理市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-089,1983,云南省 / 1983-01—1983-09,merge,昭通市,CNUR-000270,昭通县,昭通县,,撤销昭通县，将昭通县的行政区域并入昭通市,县,county_level,云南省：撤销昭通县，将昭通县的行政区域并入昭通市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-090,1983,贵州省 / 1983-01—1983-09,split,,,凯里县、凯里市,凯里县,凯里市,撤销凯里县，设立凯里市，为省辖（县级）市,县、市,county_level,贵州省：撤销凯里县，设立凯里市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-091,1983,贵州省 / 1983-01—1983-09,merge,,,都匀县,都匀县,,撤销都匀县，将都匀县的行政区域并入都匀市,县,county_level,贵州省：撤销都匀县，将都匀县的行政区域并入都匀市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-092,1983,贵州省 / 1983-01—1983-09,split,,,玉屏县、玉屏侗族自治县,玉屏县,玉屏侗族自治县,撤销玉屏县，设立玉屏侗族自治县,县、自治县,county_level,贵州省：撤销玉屏县，设立玉屏侗族自治县,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-093,1983,陕西省 / 1983-01—1983-09,jurisdiction_transfer,咸阳市、宝鸡市,CNUR-000291、CNUR-000292,乾县、彬县、淳化十县、武功县、杨陵区,乾县、彬县、淳化十县、宝鸡市、武功县、杨陵区,咸阳市,撤销咸阳地区，咸阳市改由省直接领导。将兴平、三原、泾阳、乾县、礼泉、永寿、彬县、长武、旬邑、淳化十县和宝鸡市的武功县、杨陵区划归咸阳市管辖,区、县,county_level,陕西省：撤销咸阳地区，咸阳市改由省直接领导。将兴平、三原、泾阳、乾县、礼泉、永寿、彬县、长武、旬邑、淳化十县和宝鸡市的武功县、杨陵区划归咸阳市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-094,1983,陕西省 / 1983-01—1983-09,jurisdiction_transfer,渭南地区、咸阳地区、西安市,CNUR-000293、CNUR-000292、CNUR-000289,临潼县、蓝田县、户县、周至县、高陵县,临潼县、蓝田县、户县、周至县、高陵县,西安市,将渭南地区的临潼、蓝田二县和咸阳地区的户县、周至、高陵三县划归西安市管辖,县,county_level,陕西省：将渭南地区的临潼、蓝田二县和咸阳地区的户县、周至、高陵三县划归西安市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,reviewed_manual_override
RMRB-COUNTY-1983-10-28-095,1983,陕西省 / 1983-01—1983-09,jurisdiction_transfer,延安地区、铜川市,CNUR-000290、CNUR-000294,宜君县,宜君县,铜川市,将延安地区的宜君县划归铜川市管辖,县,county_level,陕西省：将延安地区的宜君县划归铜川市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-096,1983,陕西省 / 1983-01—1983-09,split,渭南市,CNUR-000293,渭南县,渭南县,渭南市,撤销渭南县，设立渭南市，为省辖（县级）市,县,county_level,陕西省：撤销渭南县，设立渭南市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-097,1983,陕西省 / 1983-01—1983-09,split,渭南市,CNUR-000293,韩城县、韩城市,韩城县,韩城市,撤销韩城县，设立韩城市，为省辖（县级）市,县、市,county_level,陕西省：撤销韩城县，设立韩城市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-098,1983,甘肃省 / 1983-01—1983-09,abolish,平凉市,CNUR-000306,平凉县,平凉县,,撤销平凉县，恢复平凉市，为省辖（县级）市,县,county_level,甘肃省：撤销平凉县，恢复平凉市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-099,1983,甘肃省 / 1983-01—1983-09,residence_change,,,临夏市、临夏县、域为临夏市,,,恢复临夏市，以临夏县的部分行政区域为临夏市的行政区域，临夏市为省辖（县级）市。临夏县人民政府迁至韩家集,县、市,county_level,甘肃省：恢复临夏市，以临夏县的部分行政区域为临夏市的行政区域，临夏市为省辖（县级）市。临夏县人民政府迁至韩家集,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-100,1983,宁夏回族自治区 / 1983-01—1983-09,split,,,彭阳县、固原县、域为彭阳县,,固原县,设立彭阳县，以固原县的部分行政区域为彭阳县的行政区域。,县,county_level,宁夏回族自治区：设立彭阳县，以固原县的部分行政区域为彭阳县的行政区域。,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-101,1983,新疆维吾尔自治区 / 1983-01—1983-09,split,,,昌吉县、昌吉市,昌吉县,昌吉市,撤销昌吉县，设立昌吉市，为自治区辖（县级）市,县、市,county_level,新疆维吾尔自治区：撤销昌吉县，设立昌吉市，为自治区辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-102,1983,新疆维吾尔自治区 / 1983-01—1983-09,split,,,阿克苏县、阿克苏市,阿克苏县,阿克苏市,撤销阿克苏县，设立阿克苏市，为自治区辖（县级）市,县、市,county_level,新疆维吾尔自治区：撤销阿克苏县，设立阿克苏市，为自治区辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-103,1983,新疆维吾尔自治区 / 1983-01—1983-09,split,,,田市、田县、域为和田市,,田县,设立和田市，以和田县的部分行政区域为和田市的行政区域，和田市为自治区辖（县级）市,县、市,county_level,新疆维吾尔自治区：设立和田市，以和田县的部分行政区域为和田市的行政区域，和田市为自治区辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-104,1983,新疆维吾尔自治区 / 1983-01—1983-09,merge,哈密市,CNUR-000329,哈密县,哈密县,,撤销哈密县，将哈密县的行政区域并入哈密市,县,county_level,新疆维吾尔自治区：撤销哈密县，将哈密县的行政区域并入哈密市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-105,1983,新疆维吾尔自治区 / 1983-01—1983-09,merge,,,库尔勒县,库尔勒县,,撤销库尔勒县，将库尔勒县的行政区域并入库尔勒市,县,county_level,新疆维吾尔自治区：撤销库尔勒县，将库尔勒县的行政区域并入库尔勒市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1983-10-28-106,1983,新疆维吾尔自治区 / 1983-01—1983-09,residence_change,,,吉木乃县,,,吉木乃县人民政府驻地迁至托普铁热克,县,county_level,新疆维吾尔自治区：吉木乃县人民政府驻地迁至托普铁热克,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-001,1984,内蒙古自治区 / 1984-07—1984-12,split,,,临河县、临河市、域为临河市,临河县,临河市,：撤销临河县，设立临河市（县级），以原临河县的行政区域为临河市的行政区域。,县、市,county_level,内蒙古自治区：：撤销临河县，设立临河市（县级），以原临河县的行政区域为临河市的行政区域。,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-002,1984,黑龙江省 / 1984-07—1984-12,split,,,安达县、安达市、域为安达市,安达县,安达市,撤销安达县，设立安达市（县级），以原安达县的行政区域为安达市的行政区域,县、市,county_level,黑龙江省：撤销安达县，设立安达市（县级），以原安达县的行政区域为安达市的行政区域,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-003,1984,黑龙江省 / 1984-07—1984-12,merge,,,友谊县、合并于集贤县、域为友谊县,友谊县,合并于集贤县,恢复友谊县，以合并于集贤县的原友谊县的行政区域为友谊县的行政区域，县人民政府驻友谊镇,县,county_level,黑龙江省：恢复友谊县，以合并于集贤县的原友谊县的行政区域为友谊县的行政区域，县人民政府驻友谊镇,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-004,1984,黑龙江省 / 1984-07—1984-12,jurisdiction_transfer,齐齐哈尔市,CNUR-000061,杜尔伯特蒙古族自治县、共十一县,杜尔伯特蒙古族自治县、共十一县,齐齐哈尔市,撤销嫩江地区，将讷河、拜泉、龙江、依安、克山、克东、甘南、泰来、富裕、林甸、杜尔伯特蒙古族自治县共十一县划归齐齐哈尔市管辖,县、自治县,county_level,黑龙江省：撤销嫩江地区，将讷河、拜泉、龙江、依安、克山、克东、甘南、泰来、富裕、林甸、杜尔伯特蒙古族自治县共十一县划归齐齐哈尔市管辖,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-005,1984,黑龙江省 / 1984-07—1984-12,jurisdiction_transfer,佳木斯市,CNUR-000067,友谊共十三县,友谊共十三县,佳木斯市,撤销合江地区，将桦南、集贤、宝清、富锦、依兰、汤原、桦川、萝北、绥滨、饶河、同江、抚远、友谊共十三县划归佳木斯市管辖,县,county_level,黑龙江省：撤销合江地区，将桦南、集贤、宝清、富锦、依兰、汤原、桦川、萝北、绥滨、饶河、同江、抚远、友谊共十三县划归佳木斯市管辖,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-006,1984,福建省 / 1984-07—1984-12,split,,,永安县、永安市、域为永安市,永安县,永安市,：撤销永安县，设立永安市（县级），以原永安县的行政区域为永安市的行政区域。,县、市,county_level,福建省：：撤销永安县，设立永安市（县级），以原永安县的行政区域为永安市的行政区域。,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-007,1984,江西省 / 1984-07—1984-12,split,,,井冈山县、井冈山市、域为井冈山市,井冈山县,井冈山市,：撤销井冈山县，设立井冈山市（县级），以原井冈山县的行政区域为井冈山市的行政区域。,县、市,county_level,江西省：：撤销井冈山县，设立井冈山市（县级），以原井冈山县的行政区域为井冈山市的行政区域。,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-008,1984,湖北省 / 1984-07—1984-12,split,,,五峰县、五峰土家族自治县、域为五峰土家族自治县,五峰县,五峰土家族自治县,撤销五峰县，设立五峰土家族自治县，以原五峰县的行政区域为五峰土家族自治县的行政区域,县、自治县,county_level,湖北省：撤销五峰县，设立五峰土家族自治县，以原五峰县的行政区域为五峰土家族自治县的行政区域,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-009,1984,湖北省 / 1984-07—1984-12,split,,,长阳县、长阳土家族自治县、域为长阳土家族自治县,长阳县,长阳土家族自治县,撤销长阳县，设立长阳土家族自治县，以原长阳县的行政区域为长阳土家族自治县的行政区域,县、自治县,county_level,湖北省：撤销长阳县，设立长阳土家族自治县，以原长阳县的行政区域为长阳土家族自治县的行政区域,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-010,1984,湖南省 / 1984-07—1984-12,split,,,资兴县、资兴市、域和郴县、域为资兴市,资兴县,资兴市,：撤销资兴县，设立资兴市（县级），以原资兴县的行政区域和郴县的部分行政区域为资兴市的行政区域。,县、市,county_level,湖南省：：撤销资兴县，设立资兴市（县级），以原资兴县的行政区域和郴县的部分行政区域为资兴市的行政区域。,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-011,1984,四川省 / 1984-07—1984-12,merge,德阳市,CNUR-000240,德阳县、中区,德阳县,中区,：撤销德阳县，将原德阳县的行政区域并入德阳市。德阳市设立市中区。,区、县,county_level,四川省：：撤销德阳县，将原德阳县的行政区域并入德阳市。德阳市设立市中区。,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-012,1984,宁夏回族自治区 / 1984-07—1984-12,abolish,,,青铜峡县、青铜峡市、域为青铜峡市,青铜峡县,,：撤销青铜峡县，恢复青铜峡市（县级），以原青铜峡县的行政区域为青铜峡市行政区域。,县、市,county_level,宁夏回族自治区：：撤销青铜峡县，恢复青铜峡市（县级），以原青铜峡县的行政区域为青铜峡市行政区域。,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-013,1984,新疆维吾尔自治区 / 1984-07—1984-12,jurisdiction_transfer,伊犁哈萨克自治州、伊犁地区,CNUR-000337、CNUR-000338,伊犁哈萨克自治州直辖的伊宁市、伊宁县、尼勒克县、新源县、巩留县、特克斯县、昭苏县、霍城县、察布查尔锡伯自治县,伊犁哈萨克自治州直辖的伊宁市、伊宁县、尼勒克县、新源县、巩留县、特克斯县、昭苏县、霍城县、察布查尔锡伯自治县,伊宁县,恢复伊犁地区，将原伊犁哈萨克自治州直辖的伊宁市、伊宁县、尼勒克县、新源县、巩留县、特克斯县、昭苏县、霍城县、察布查尔锡伯自治县划归伊犁地区。伊犁地区行政公署驻伊宁市,县、市、自治县,county_level,新疆维吾尔自治区：恢复伊犁地区，将原伊犁哈萨克自治州直辖的伊宁市、伊宁县、尼勒克县、新源县、巩留县、特克斯县、昭苏县、霍城县、察布查尔锡伯自治县划归伊犁地区。伊犁地区行政公署驻伊宁市,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-014,1984,新疆维吾尔自治区 / 1984-07—1984-12,jurisdiction_transfer,伊犁哈萨克自治州、阿勒泰地区、伊犁地区、塔城地区,CNUR-000337、CNUR-000338、CNUR-000339、CNUR-000340,奎屯市,奎屯市,,伊犁哈萨克自治州管辖伊犁地区、塔城地区、阿勒泰地区和奎屯市（县级,市,county_level,新疆维吾尔自治区：伊犁哈萨克自治州管辖伊犁地区、塔城地区、阿勒泰地区和奎屯市（县级,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-015,1984,新疆维吾尔自治区 / 1984-07—1984-12,split,,,塔城县、塔城市、域为塔城市,塔城县,塔城市,撤销塔城县，设立塔城市（县级），以原塔城县的行政区域为塔城市的行政区域,县、市,county_level,新疆维吾尔自治区：撤销塔城县，设立塔城市（县级），以原塔城县的行政区域为塔城市的行政区域,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-016,1984,新疆维吾尔自治区 / 1984-07—1984-12,split,,,阿勒泰县、阿勒泰市、域为阿勒泰市,阿勒泰县,阿勒泰市,撤销阿勒泰县，设立阿勒泰市（县级），以原阿勒泰县的行政区域为阿勒泰市的行政区域,县、市,county_level,新疆维吾尔自治区：撤销阿勒泰县，设立阿勒泰市（县级），以原阿勒泰县的行政区域为阿勒泰市的行政区域,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1984-01-31-017,1984,新疆维吾尔自治区 / 1984-07—1984-12,split,吐鲁番市,CNUR-000328,吐鲁番县、域为吐鲁番市,吐鲁番县,吐鲁番市,撤销吐鲁番县，设立吐鲁番市（县级），以原吐鲁番县的行政区域为吐鲁番市的行政区域,县、市,county_level,新疆维吾尔自治区：撤销吐鲁番县，设立吐鲁番市（县级），以原吐鲁番县的行政区域为吐鲁番市的行政区域,一九八四年下半年全国行政区划变更情况,https://cn.govopendata.com/renminribao/1985/1/31/4/,SRC-RMRB-1984-01-31,people_daily_summary,人民日报 1985-01-31 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1985-09-12-001,1985,山西省 / 1985-01—1985-06,jurisdiction_transfer,长治市,CNUR-000017,沁县、沁源九县,沁县、沁源九县,长治市,撤销晋东南地区，将原晋东南地区的襄垣、屯留、平顺、黎城、壶关、长子、武乡、沁县、沁源九县划归长治市管辖,县,county_level,山西省：撤销晋东南地区，将原晋东南地区的襄垣、屯留、平顺、黎城、壶关、长子、武乡、沁县、沁源九县划归长治市管辖,1985年上半年全国县级以上行政区划变更情况,https://cn.govopendata.com/renminribao/1985/9/12/4/,SRC-RMRB-1985-09-12,people_daily_summary,人民日报 1985-09-12 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1985-09-12-002,1985,山西省 / 1985-01—1985-06,jurisdiction_transfer,晋城市,CNUR-000018,升为地级市、陵川四县,陵川四县,晋城市,晋城市升为地级市，将原晋东南地区的沁水、阳城、高平、陵川四县划归晋城市管辖,县、市,county_level,山西省：晋城市升为地级市，将原晋东南地区的沁水、阳城、高平、陵川四县划归晋城市管辖,1985年上半年全国县级以上行政区划变更情况,https://cn.govopendata.com/renminribao/1985/9/12/4/,SRC-RMRB-1985-09-12,people_daily_summary,人民日报 1985-09-12 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1985-09-12-003,1985,辽宁省 / 1985-01—1985-06,split,,,岫岩县、岫岩满族自治县、域为岫岩满族自治县,岫岩县,岫岩满族自治县,撤销岫岩县，设立岫岩满族自治县。以原岫岩县的行政区域为岫岩满族自治县的行政区域,县、自治县,county_level,辽宁省：撤销岫岩县，设立岫岩满族自治县。以原岫岩县的行政区域为岫岩满族自治县的行政区域,1985年上半年全国县级以上行政区划变更情况,https://cn.govopendata.com/renminribao/1985/9/12/4/,SRC-RMRB-1985-09-12,people_daily_summary,人民日报 1985-09-12 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1985-09-12-004,1985,辽宁省 / 1985-01—1985-06,split,,,凤城县、凤城满族自治县、域为凤城满族自治县,凤城县,凤城满族自治县,撤销凤城县，设立凤城满族自治县。以原凤城县的行政区域为凤城满族自治县的行政区域,县、自治县,county_level,辽宁省：撤销凤城县，设立凤城满族自治县。以原凤城县的行政区域为凤城满族自治县的行政区域,1985年上半年全国县级以上行政区划变更情况,https://cn.govopendata.com/renminribao/1985/9/12/4/,SRC-RMRB-1985-09-12,people_daily_summary,人民日报 1985-09-12 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1985-09-12-005,1985,辽宁省 / 1985-01—1985-06,split,,,新宾县、新宾满族自治县、域为新宾满族自治县,新宾县,新宾满族自治县,撤销新宾县，设立新宾满族自治县。以原新宾县的行政区域为新宾满族自治县的行政区域,县、自治县,county_level,辽宁省：撤销新宾县，设立新宾满族自治县。以原新宾县的行政区域为新宾满族自治县的行政区域,1985年上半年全国县级以上行政区划变更情况,https://cn.govopendata.com/renminribao/1985/9/12/4/,SRC-RMRB-1985-09-12,people_daily_summary,人民日报 1985-09-12 第4版,primary_text,source_text_parsed_review_required
RMRB-COUNTY-1985-09-12-006,1985,辽宁省 / 1985-01—1985-06,split,锦西市,CNUR-000050,锦西县、域为锦西市,锦西县,锦西市,撤销锦西县，设立锦西市（县级）。以原锦西县的行政区域为锦西市的行政区域,县、市,county_level,辽宁省：撤销锦西县，设立锦西市（县级）。以原锦西县的行政区域为锦西市的行政区域,1985年上半年全国县级以上行政区划变更情况,https://cn.govopendata.com/renminribao/1985/9/12/4/,SRC-RMRB-1985-09-12,people_daily_summary,人民日报 1985-09-12 第4版,primary_text,source_text_parsed_review_required
