prefecture_entity_id,prefecture_name,year,whole_city_break_count,district_jump_count,district_merge_count,whole_city_break_flag,district_jump_flag,sample_entry_flag,treatment_summary
CNUR-000016,阳泉市,2010,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2011,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2012,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2013,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2014,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2015,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2016,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2017,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2018,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2019,0,0,0,0,0,0,stable
CNUR-000016,阳泉市,2020,0,0,0,0,0,0,stable
CNUR-000017,长治市,1999,0,0,0,0,0,0,stable
CNUR-000017,长治市,2000,0,0,0,0,0,0,stable
CNUR-000017,长治市,2001,0,0,0,0,0,0,stable
CNUR-000017,长治市,2002,0,0,0,0,0,0,stable
CNUR-000017,长治市,2003,0,0,0,0,0,0,stable
CNUR-000017,长治市,2004,0,0,0,0,0,0,stable
CNUR-000017,长治市,2005,0,0,0,0,0,0,stable
CNUR-000017,长治市,2006,0,0,0,0,0,0,stable
CNUR-000017,长治市,2007,0,0,0,0,0,0,stable
CNUR-000017,长治市,2008,0,0,0,0,0,0,stable
CNUR-000017,长治市,2009,0,0,0,0,0,0,stable
CNUR-000017,长治市,2010,0,0,0,0,0,0,stable
CNUR-000017,长治市,2011,0,0,0,0,0,0,stable
CNUR-000017,长治市,2012,0,0,0,0,0,0,stable
CNUR-000017,长治市,2013,0,0,0,0,0,0,stable
CNUR-000017,长治市,2014,0,0,0,0,0,0,stable
CNUR-000017,长治市,2015,0,0,0,0,0,0,stable
CNUR-000017,长治市,2016,0,0,0,0,0,0,stable
CNUR-000017,长治市,2017,0,0,0,0,0,0,stable
CNUR-000017,长治市,2018,0,2,1,0,1,0,district_scope_jump|district_merge
CNUR-000017,长治市,2019,0,0,0,0,0,0,stable
CNUR-000017,长治市,2020,0,0,0,0,0,0,stable
CNUR-000018,晋城市,1999,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2000,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2001,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2002,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2003,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2004,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2005,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2006,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2007,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2008,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2009,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2010,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2011,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2012,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2013,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2014,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2015,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2016,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2017,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2018,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2019,0,0,0,0,0,0,stable
CNUR-000018,晋城市,2020,0,0,0,0,0,0,stable
CNUR-000019,朔州市,1999,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2000,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2001,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2002,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2003,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2004,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2005,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2006,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2007,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2008,0,0,0,0,0,0,stable
